iteration,fitness,x0,x1
0, -266.739, -441.027, -148.513
1, -808.551, -492.396, 391.921
2, -861.265, 353.762, 512
3, -861.266, 353.844, 511.912
4, -863.218, 353.853, 511.841
5, -863.304, 353.908, 511.876
6, -863.258, 353.896, 511.838
7, -945.812, 512, 400.258
8, -945.784, 511.974, 400.255
9, -945.803, 511.962, 400.287
10, -945.825, 511.971, 400.301
11, -946.52, 512, 400.979
12, -946.532, 511.999, 400.992
13, -950.195, 511.988, 400.992
14, -951.72, 511.981, 401.012
15, -946.532, 511.997, 400.994
16, -946.532, 512, 400.991
17, -950.201, 511.99, 400.996
18, -956.123, 511.987, 402.399
19, -956.109, 511.977, 402.396
20, -956.112, 511.974, 402.402
21, -956.119, 511.974, 402.41
22, -956.112, 511.967, 402.409
23, -956.121, 511.963, 402.422
24, -956.12, 511.973, 402.411
25, -956.122, 511.978, 402.409
26, -956.119, 511.971, 402.412
27, -956.117, 511.967, 402.414
28, -956.12, 511.973, 402.411
29, -956.106, 511.965, 402.405
30, -956.122, 511.972, 402.414
31, -956.132, 511.98, 402.416
32, -956.126, 511.983, 402.407
33, -956.123, 511.981, 402.406
34, -956.12, 511.986, 402.398
35, -956.12, 511.991, 402.394
36, -956.124, 511.99, 402.397
37, -957.67, 512, 404.588
38, -957.677, 512, 404.595
39, -957.681, 512, 404.6
40, -957.678, 512, 404.597
41, -957.677, 512, 404.595
42, -957.672, 511.995, 404.595
43, -957.662, 511.989, 404.591
44, -957.656, 511.987, 404.587
45, -957.658, 511.993, 404.584
46, -957.66, 511.994, 404.584
47, -957.668, 511.997, 404.589
48, -957.663, 511.992, 404.589
49, -957.653, 511.987, 404.584
