iteration,fitness,x0,x1
0, 673.381, 306.689, 381.042
1, -819.589, -313.998, 512
2, -816.024, -314.113, 511.925
3, -816.061, -314.109, 511.97
4, -816.054, -314.123, 511.947
5, -828.316, 343.153, 512
6, -828.31, 343.175, 511.974
7, -828.334, 343.194, 511.981
8, -942.444, 512, 407.7
9, -942.448, 512, 407.704
10, -942.422, 512, 407.678
11, -942.448, 512, 407.704
12, -942.428, 511.994, 407.69
13, -942.422, 512, 407.678
14, -942.426, 512, 407.682
15, -942.404, 511.986, 407.674
16, -942.377, 511.972, 407.66
17, -942.389, 511.969, 407.675
18, -942.395, 511.962, 407.688
19, -942.375, 511.955, 407.674
20, -942.373, 511.955, 407.672
21, -942.371, 511.956, 407.669
22, -942.368, 511.966, 407.657
23, -942.361, 511.962, 407.654
24, -942.356, 511.962, 407.648
25, -942.341, 511.953, 407.642
26, -942.347, 511.954, 407.647
27, -942.341, 511.951, 407.644
28, -942.351, 511.957, 407.648
29, -942.352, 511.957, 407.65
30, -942.351, 511.955, 407.65
31, -942.352, 511.963, 407.644
32, -942.36, 511.968, 407.648
33, -942.366, 511.97, 407.651
34, -942.355, 511.963, 407.646
35, -942.344, 511.957, 407.642
36, -942.347, 511.958, 407.643
37, -942.34, 511.958, 407.636
38, -942.335, 511.958, 407.632
39, -942.338, 511.962, 407.631
40, -942.326, 511.955, 407.625
41, -942.325, 511.959, 407.621
42, -942.313, 511.953, 407.614
43, -942.311, 511.949, 407.616
44, -942.299, 511.943, 407.61
45, -942.306, 511.948, 407.611
46, -942.299, 511.944, 407.608
47, -942.3, 511.945, 407.61
48, -942.296, 511.941, 407.609
49, -942.294, 511.939, 407.608
