iteration,fitness,x0,x1
0, 285.769, 165.053, 147.682
1, -747.966, -446.128, 400.464
2, -748.035, -446.249, 400.388
3, -748.034, -446.294, 400.319
4, -747.963, -446.231, 400.306
5, -816.012, -312.006, 512
6, -816.016, -312.01, 512
7, -823.314, -481.147, 378.545
8, -929.961, 437.698, 455.406
9, -929.927, 437.685, 455.385
10, -929.92, 437.707, 455.356
11, -929.921, 437.696, 455.367
12, -942.326, 512, 407.582
13, -942.296, 511.981, 407.57
14, -942.273, 511.972, 407.556
15, -942.285, 511.988, 407.552
16, -942.292, 511.979, 407.569
17, -942.27, 511.964, 407.561
18, -942.274, 511.965, 407.564
19, -942.284, 511.968, 407.571
20, -942.309, 511.98, 407.584
21, -942.315, 511.978, 407.592
22, -942.31, 511.982, 407.584
23, -942.312, 511.979, 407.587
24, -942.319, 511.991, 407.583
25, -942.306, 511.981, 407.581
26, -942.312, 511.988, 407.58
27, -942.31, 511.995, 407.571
28, -942.305, 511.994, 407.567
29, -942.314, 512, 407.57
30, -942.3, 511.994, 407.562
31, -946.473, 512, 400.931
32, -946.472, 512, 400.93
33, -946.466, 511.994, 400.93
34, -946.476, 512, 400.934
35, -946.474, 511.998, 400.934
36, -946.467, 511.995, 400.93
37, -946.466, 511.993, 400.931
38, -946.477, 512, 400.935
39, -946.47, 512, 400.928
40, -946.471, 511.994, 400.934
41, -946.481, 511.998, 400.941
42, -946.483, 511.998, 400.943
43, -951.955, 512, 401.232
44, -957.997, 512, 404.918
45, -957.994, 512, 404.915
46, -957.993, 511.994, 404.92
47, -957.985, 511.989, 404.916
48, -957.978, 511.986, 404.912
49, -957.982, 511.991, 404.911
