iteration,fitness,x0,x1
0, 80.776, -107.311, 349.751
1, -730.479, 512, 388.142
2, -730.461, 511.913, 388.184
3, -878.231, 455.419, 464.821
4, -952.57, 512, 401.856
5, -952.52, 512, 401.805
6, -952.555, 512, 401.84
7, -952.553, 511.966, 401.872
8, -952.568, 511.999, 401.854
9, -952.55, 511.98, 401.856
10, -954.846, 512, 405.526
11, -954.855, 512, 405.536
12, -954.867, 512, 405.547
13, -954.872, 512, 405.552
14, -954.879, 511.987, 405.572
15, -954.873, 511.976, 405.577
16, -954.87, 511.986, 405.564
17, -954.84, 511.973, 405.547
18, -954.832, 511.972, 405.54
19, -954.841, 511.971, 405.55
20, -954.847, 511.963, 405.564
21, -954.853, 511.971, 405.562
22, -954.869, 511.982, 405.568
23, -954.887, 511.991, 405.576
24, -954.889, 511.997, 405.573
25, -954.901, 511.999, 405.582
26, -954.908, 511.998, 405.59
27, -954.902, 512, 405.583
28, -954.892, 511.996, 405.576
29, -954.878, 511.988, 405.57
30, -954.88, 511.984, 405.577
31, -954.878, 511.988, 405.57
32, -954.887, 511.991, 405.577
33, -954.899, 511.995, 405.584
34, -954.903, 511.996, 405.587
35, -954.905, 512, 405.586
36, -954.902, 512, 405.583
37, -954.898, 511.993, 405.585
38, -954.911, 512, 405.592
39, -954.907, 512, 405.588
40, -954.906, 512, 405.586
41, -954.91, 512, 405.591
42, -954.91, 512, 405.591
43, -954.912, 512, 405.593
44, -954.909, 512, 405.589
45, -954.911, 512, 405.591
46, -954.91, 511.995, 405.596
47, -954.906, 511.991, 405.596
48, -954.905, 511.986, 405.6
49, -954.912, 511.988, 405.604
