iteration,fitness,x0,x1
0, -165.953, 499.332, 91.8416
1, -644.133, 512, -274.293
2, -672.123, 262.704, -491.212
3, -672.051, 262.691, -491.148
4, -697.905, -272.523, 512
5, -862.318, 355.4, 512
6, -862.338, 355.425, 511.996
7, -862.373, 355.459, 511.997
8, -862.35, 355.433, 512
9, -862.304, 355.412, 511.973
10, -954.908, 512, 405.588
11, -954.896, 511.976, 405.6
12, -954.906, 511.988, 405.598
13, -954.872, 511.966, 405.586
14, -954.902, 511.985, 405.598
15, -954.927, 511.998, 405.609
16, -954.938, 512, 405.619
17, -954.943, 511.994, 405.63
18, -954.941, 511.98, 405.641
19, -954.942, 511.993, 405.63
20, -954.919, 511.982, 405.617
21, -954.922, 511.992, 405.611
22, -955.992, 512, 402.254
23, -955.988, 512, 402.25
24, -955.981, 512, 402.243
25, -955.977, 511.994, 402.245
26, -955.98, 512, 402.242
27, -955.978, 512, 402.24
28, -955.988, 512, 402.25
29, -955.989, 512, 402.251
30, -955.985, 511.992, 402.255
31, -957.942, 512, 403.401
32, -957.931, 511.997, 403.394
33, -957.923, 511.995, 403.388
34, -957.919, 511.991, 403.388
35, -957.916, 511.985, 403.391
36, -957.916, 511.993, 403.383
37, -957.905, 511.989, 403.375
38, -957.91, 511.992, 403.378
39, -957.916, 511.998, 403.377
40, -957.912, 511.994, 403.378
41, -957.909, 511.995, 403.374
42, -957.906, 511.991, 403.375
43, -957.906, 511.99, 403.376
44, -957.902, 511.984, 403.378
45, -957.897, 511.982, 403.375
46, -957.903, 511.984, 403.379
47, -957.899, 511.986, 403.373
48, -957.897, 511.989, 403.368
49, -957.894, 511.991, 403.363
