iteration,fitness,x0,x1
0, 306.86, -507.95, 135.743
1, -753.574, -391.144, -415.938
2, -832.757, 366.543, 512
3, -832.817, 366.607, 512
4, -832.852, 366.647, 511.996
5, -832.788, 366.624, 511.947
6, -901.777, 453.798, 465.946
7, -901.798, 453.822, 465.944
8, -901.779, 453.791, 465.956
9, -901.804, 453.795, 465.981
10, -901.786, 453.788, 465.969
11, -901.785, 453.8, 465.953
12, -901.765, 453.782, 465.951
13, -901.744, 453.773, 465.938
14, -901.721, 453.753, 465.935
15, -901.719, 453.752, 465.933
16, -901.727, 453.765, 465.927
17, -901.719, 453.77, 465.912
18, -901.716, 453.757, 465.924
19, -901.693, 453.747, 465.909
20, -901.715, 453.759, 465.92
21, -901.725, 453.764, 465.925
22, -901.714, 453.757, 465.922
23, -901.697, 453.751, 465.909
24, -901.682, 453.741, 465.903
25, -901.681, 453.741, 465.901
26, -901.669, 453.737, 465.893
27, -901.664, 453.739, 465.885
28, -901.656, 453.731, 465.885
29, -901.65, 453.728, 465.882
30, -901.637, 453.721, 465.875
31, -937.86, 512, 399.574
32, -937.858, 511.997, 399.575
33, -937.85, 511.988, 399.575
34, -937.845, 511.987, 399.572
35, -957.195, 512, 404.111
36, -957.187, 512, 404.102
37, -957.193, 512, 404.108
38, -957.192, 512, 404.108
39, -957.183, 511.997, 404.102
40, -957.185, 511.994, 404.106
41, -957.178, 511.994, 404.099
42, -957.178, 511.995, 404.098
43, -957.167, 511.989, 404.093
44, -957.172, 511.989, 404.098
45, -957.18, 511.994, 404.101
46, -957.172, 511.992, 404.096
47, -957.171, 511.995, 404.091
48, -957.174, 512, 404.089
49, -957.169, 511.996, 404.088
