iteration,fitness,x0,x1
0, 76.5456, 95.5105, -82.3178
1, -820.949, -487.929, 384.176
2, -824.41, -487.84, 384.126
3, -820.907, -487.909, 384.149
4, -848.957, 363.652, 512
5, -848.892, 363.602, 511.982
6, -848.834, 363.572, 511.95
7, -848.847, 363.552, 511.987
8, -848.851, 363.573, 511.968
9, -848.88, 363.604, 511.966
10, -859.963, 354.63, 512
11, -957.175, 512, 404.09
12, -957.154, 512, 404.069
13, -957.146, 511.987, 404.075
14, -957.179, 512, 404.094
15, -957.171, 512, 404.087
16, -957.163, 511.992, 404.086
17, -957.148, 511.985, 404.079
18, -957.14, 511.991, 404.063
19, -957.138, 511.976, 404.077
20, -957.122, 511.967, 404.071
21, -957.111, 511.968, 404.058
22, -957.121, 511.972, 404.065
23, -957.106, 511.96, 404.06
24, -957.101, 511.965, 404.05
25, -957.108, 511.963, 404.06
26, -957.091, 511.958, 404.048
27, -958.275, 512, 403.737
28, -958.276, 511.995, 403.744
29, -958.275, 512, 403.739
30, -958.274, 512, 403.737
31, -958.273, 512, 403.736
32, -958.269, 511.997, 403.734
33, -958.253, 511.989, 403.727
34, -958.248, 511.989, 403.722
35, -958.256, 511.99, 403.729
36, -958.257, 511.984, 403.736
37, -958.266, 511.991, 403.738
38, -958.278, 511.997, 403.743
39, -958.276, 512, 403.739
40, -958.277, 512, 403.74
41, -958.276, 512, 403.739
42, -958.273, 511.993, 403.743
43, -958.271, 511.992, 403.741
44, -958.262, 511.987, 403.737
45, -958.261, 511.986, 403.738
46, -958.259, 511.989, 403.733
47, -958.257, 511.985, 403.734
48, -958.268, 511.991, 403.74
49, -958.268, 511.993, 403.738
