iteration,fitness,x0,x1
0, 385.041, -372.784, -219.04
1, -567.745, -148.21, -512
2, -564.147, -148.226, -511.875
3, -880.823, -459.946, 379.329
4, -880.748, -459.93, 379.271
5, -880.823, -459.946, 379.329
6, -880.773, -459.935, 379.29
7, -880.777, -459.944, 379.285
8, -880.752, -459.911, 379.294
9, -880.785, -459.941, 379.297
10, -880.761, -459.945, 379.269
11, -880.739, -459.934, 379.257
12, -880.747, -459.918, 379.281
13, -880.748, -459.918, 379.282
14, -880.755, -459.924, 379.283
15, -880.748, -459.922, 379.278
16, -880.753, -459.918, 379.287
17, -880.75, -459.901, 379.301
18, -880.762, -459.9, 379.313
19, -880.759, -459.885, 379.327
20, -880.746, -459.874, 379.325
21, -880.763, -459.877, 379.338
22, -880.772, -459.887, 379.337
23, -880.771, -459.879, 379.344
24, -880.772, -459.882, 379.343
25, -880.769, -459.883, 379.338
26, -880.755, -459.873, 379.334
27, -880.742, -459.865, 379.329
28, -880.737, -459.861, 379.328
29, -888.485, 512, 411.573
30, -888.475, 511.993, 411.568
31, -946.307, 512, 400.762
32, -946.293, 511.992, 400.756
33, -946.294, 511.996, 400.753
34, -946.281, 511.99, 400.746
35, -946.284, 511.985, 400.754
36, -954.777, 512, 405.457
37, -954.781, 511.997, 405.464
38, -954.788, 512, 405.468
39, -954.783, 511.996, 405.467
40, -954.782, 511.999, 405.463
41, -954.776, 512, 405.456
42, -954.765, 511.993, 405.452
43, -954.768, 511.994, 405.454
44, -954.765, 511.992, 405.452
45, -954.766, 511.995, 405.451
46, -954.766, 511.992, 405.454
47, -954.773, 511.998, 405.455
48, -955.035, 512, 405.717
49, -955.038, 512, 405.72
