iteration,fitness,x0,x1
0, -24.9746, 259.885, -141.681
1, -916.529, 433.435, 452.549
2, -916.41, 433.315, 452.546
3, -916.443, 433.295, 452.599
4, -916.429, 433.349, 452.532
5, -916.448, 433.349, 452.55
6, -916.399, 433.339, 452.512
7, -916.4, 433.337, 452.515
8, -952.242, 512, 401.523
9, -952.262, 511.999, 401.543
10, -952.237, 511.98, 401.538
11, -952.201, 511.958, 401.523
12, -952.2, 511.967, 401.513
13, -952.204, 511.982, 401.502
14, -952.213, 511.987, 401.506
15, -952.225, 511.997, 401.509
16, -952.212, 512, 401.493
17, -952.197, 512, 401.477
18, -952.17, 511.988, 401.462
19, -952.173, 511.992, 401.461
20, -952.184, 511.995, 401.468
21, -952.18, 511.989, 401.472
22, -952.19, 512, 401.47
23, -952.179, 512, 401.459
24, -952.177, 511.993, 401.465
25, -952.17, 511.985, 401.464
26, -952.165, 511.981, 401.464
27, -952.17, 511.978, 401.472
28, -952.176, 511.982, 401.474
29, -952.181, 511.977, 401.483
30, -952.182, 511.974, 401.489
31, -952.189, 511.977, 401.492
32, -952.182, 511.976, 401.487
33, -952.188, 511.983, 401.485
34, -952.193, 511.987, 401.486
35, -952.203, 511.993, 401.491
36, -952.201, 511.99, 401.492
37, -952.202, 511.996, 401.486
38, -952.197, 511.999, 401.479
39, -952.195, 512, 401.475
40, -952.203, 512, 401.483
41, -952.193, 511.997, 401.476
42, -952.194, 511.994, 401.479
43, -952.198, 512, 401.478
44, -952.196, 512, 401.476
45, -952.189, 512, 401.469
46, -952.189, 511.998, 401.471
47, -952.18, 511.992, 401.468
48, -952.184, 511.997, 401.467
49, -952.177, 511.995, 401.462
