iteration,fitness,x0,x1
0, -158.959, -78.6705, -326.387
1, -628.208, -181.8, -512
2, -958.054, 512, 404.975
3, -958.042, 512, 404.963
4, -958.058, 511.994, 404.985
5, -953.393, 511.973, 404.986
6, -953.379, 511.925, 405.018
7, -953.305, 511.892, 404.977
8, -953.283, 511.872, 404.975
9, -953.344, 511.902, 405.006
10, -953.395, 511.926, 405.034
11, -953.38, 511.919, 405.026
12, -954.293, 511.93, 405.04
13, -954.309, 511.931, 405.055
14, -954.297, 511.93, 405.044
15, -953.389, 511.911, 405.043
16, -953.378, 511.899, 405.044
17, -953.38, 511.907, 405.037
18, -953.369, 511.902, 405.032
19, -953.369, 511.909, 405.025
20, -953.361, 511.894, 405.031
21, -953.341, 511.881, 405.025
22, -953.34, 511.89, 405.014
23, -953.345, 511.886, 405.023
24, -953.356, 511.886, 405.034
25, -953.345, 511.887, 405.022
26, -953.343, 511.892, 405.015
27, -953.347, 511.901, 405.01
28, -953.349, 511.901, 405.012
29, -953.338, 511.893, 405.009
30, -953.332, 511.884, 405.012
31, -953.337, 511.881, 405.019
32, -953.338, 511.885, 405.017
33, -953.338, 511.887, 405.015
34, -953.344, 511.885, 405.023
35, -953.35, 511.892, 405.022
36, -953.366, 511.9, 405.03
37, -953.365, 511.894, 405.035
38, -953.365, 511.898, 405.032
39, -953.352, 511.891, 405.026
40, -953.359, 511.893, 405.03
41, -953.353, 511.89, 405.027
42, -953.347, 511.888, 405.024
43, -953.346, 511.884, 405.026
44, -953.348, 511.889, 405.024
45, -953.348, 511.889, 405.023
46, -953.336, 511.883, 405.017
47, -953.345, 511.886, 405.023
48, -953.34, 511.885, 405.02
49, -953.339, 511.889, 405.014
