iteration,fitness,x0,x1
0, 231.006, -441.442, -478.655
1, -858.715, 358.477, 512
2, -858.605, 358.466, 511.89
3, -858.587, 358.52, 511.809
4, -858.613, 358.532, 511.825
5, -858.612, 358.578, 511.773
6, -858.61, 358.554, 511.797
7, -858.639, 358.565, 511.818
8, -858.701, 358.602, 511.845
9, -858.71, 358.617, 511.838
10, -874.391, -472.29, 394.374
11, -874.376, -472.277, 394.372
12, -952.623, 512, 401.909
13, -952.604, 511.998, 401.892
14, -952.589, 512, 401.875
15, -952.593, 512, 401.879
16, -952.577, 512, 401.863
17, -952.577, 511.992, 401.871
18, -952.59, 511.996, 401.88
19, -952.605, 512, 401.891
20, -952.602, 512, 401.888
21, -952.61, 512, 401.896
22, -952.593, 511.996, 401.883
23, -952.59, 511.992, 401.883
24, -952.6, 512, 401.886
25, -954.601, 512, 405.28
26, -954.605, 512, 405.284
27, -954.599, 512, 405.278
28, -954.6, 511.992, 405.287
29, -954.614, 511.999, 405.295
30, -954.61, 512, 405.289
31, -954.617, 511.999, 405.297
32, -954.614, 512, 405.293
33, -954.618, 511.998, 405.299
34, -954.608, 511.993, 405.293
35, -954.601, 511.993, 405.287
36, -954.598, 511.997, 405.28
37, -958.345, 512, 403.809
38, -958.34, 512, 403.803
39, -958.339, 512, 403.803
40, -958.339, 512, 403.802
41, -958.337, 512, 403.801
42, -958.337, 511.995, 403.805
43, -958.327, 511.99, 403.8
44, -958.331, 511.994, 403.8
45, -958.323, 511.991, 403.795
46, -958.318, 511.992, 403.79
47, -958.32, 511.99, 403.793
48, -958.324, 511.991, 403.797
49, -958.319, 511.987, 403.795
