iteration,fitness,x0,x1
0, -137.386, 45.8085, 152.878
1, -676.266, -355.621, 512
2, -937.71, 512, 399.421
3, -937.635, 512, 399.344
4, -937.67, 512, 399.38
5, -937.62, 512, 399.329
6, -937.643, 511.996, 399.356
7, -937.575, 511.963, 399.32
8, -937.564, 511.984, 399.287
9, -937.604, 512, 399.312
10, -937.59, 512, 399.298
11, -937.581, 511.996, 399.293
12, -937.543, 511.976, 399.274
13, -937.523, 511.96, 399.269
14, -937.526, 511.969, 399.263
15, -937.51, 511.968, 399.248
16, -937.514, 511.974, 399.246
17, -937.511, 511.981, 399.236
18, -942.55, 512, 407.807
19, -942.535, 512, 407.792
20, -942.549, 512, 407.805
21, -942.541, 511.997, 407.801
22, -942.525, 511.985, 407.796
23, -942.517, 511.985, 407.788
24, -942.532, 511.988, 407.8
25, -942.523, 511.982, 407.797
26, -942.507, 511.971, 407.791
27, -942.505, 511.965, 407.795
28, -942.508, 511.964, 407.799
29, -942.509, 511.97, 407.795
30, -942.514, 511.969, 407.8
31, -942.515, 511.978, 407.793
32, -955.821, 512, 402.081
33, -955.821, 511.996, 402.085
34, -955.828, 511.996, 402.092
35, -955.822, 511.998, 402.083
36, -955.817, 512, 402.077
37, -955.817, 511.995, 402.081
38, -955.818, 511.993, 402.085
39, -955.81, 511.985, 402.085
40, -955.804, 511.986, 402.078
41, -955.812, 511.993, 402.08
42, -955.817, 511.996, 402.082
43, -955.818, 512, 402.078
44, -955.818, 512, 402.078
45, -955.814, 512, 402.074
46, -955.819, 512, 402.079
47, -955.816, 512, 402.076
48, -955.807, 511.996, 402.071
49, -955.812, 511.995, 402.077
