iteration,fitness,x0,x1
0, 315.164, -330.162, 18.7533
1, -708.973, 444.863, 395.583
2, -702.182, 445.009, 395.455
3, -728.404, -278.616, 512
4, -728.424, -278.648, 512
5, -728.375, -278.648, 511.951
6, -802.234, -465.772, 369.425
7, -807.208, -301.62, 512
8, -807.201, -301.612, 512
9, -807.189, -301.632, 511.971
10, -937.878, 512, 399.592
11, -937.861, 512, 399.575
12, -937.846, 511.993, 399.567
13, -937.854, 511.984, 399.584
14, -937.861, 511.969, 399.605
15, -937.857, 511.951, 399.62
16, -937.864, 511.961, 399.617
17, -937.863, 511.951, 399.626
18, -937.859, 511.939, 399.634
19, -937.86, 511.943, 399.631
20, -937.856, 511.938, 399.632
21, -937.841, 511.934, 399.621
22, -945.778, 512, 400.223
23, -945.761, 511.991, 400.216
24, -945.746, 511.984, 400.207
25, -945.735, 511.978, 400.202
26, -945.747, 511.982, 400.21
27, -945.736, 511.98, 400.2
28, -945.735, 511.972, 400.207
29, -945.737, 511.97, 400.212
30, -945.737, 511.98, 400.203
31, -945.728, 511.975, 400.197
32, -945.733, 511.975, 400.202
33, -945.735, 511.979, 400.201
34, -945.731, 511.972, 400.204
35, -945.735, 511.976, 400.204
36, -945.724, 511.972, 400.196
37, -945.73, 511.974, 400.2
38, -945.726, 511.972, 400.199
39, -945.732, 511.979, 400.197
40, -945.931, 512, 400.379
41, -945.922, 511.994, 400.376
42, -945.92, 511.991, 400.377
43, -945.921, 511.993, 400.376
44, -945.926, 511.995, 400.379
45, -945.935, 512, 400.383
46, -945.942, 512, 400.39
47, -945.942, 511.999, 400.391
48, -945.941, 511.994, 400.395
49, -945.947, 511.999, 400.397
