iteration,fitness,x0,x1
0, 415.605, 8.88062, -473.841
1, -891.937, 454.548, 465.861
2, -891.873, 454.542, 465.795
3, -891.947, 454.604, 465.81
4, -891.888, 454.574, 465.776
5, -891.936, 454.631, 465.767
6, -891.92, 454.64, 465.739
7, -891.909, 454.657, 465.709
8, -891.943, 454.663, 465.741
9, -891.992, 454.686, 465.771
10, -891.99, 454.71, 465.743
11, -955.848, 512, 402.109
12, -955.826, 512, 402.086
13, -955.79, 511.985, 402.065
14, -955.793, 511.995, 402.058
15, -955.794, 512, 402.054
16, -955.804, 512, 402.064
17, -955.801, 511.999, 402.062
18, -955.808, 512, 402.068
19, -955.8, 512, 402.06
20, -955.796, 511.992, 402.064
21, -955.798, 512, 402.058
22, -955.785, 511.992, 402.053
23, -955.773, 511.98, 402.053
24, -955.78, 511.984, 402.056
25, -955.78, 511.981, 402.059
26, -955.774, 511.98, 402.054
27, -955.789, 511.991, 402.058
28, -955.773, 511.98, 402.053
29, -955.76, 511.971, 402.048
30, -955.752, 511.962, 402.05
31, -955.759, 511.96, 402.059
32, -955.756, 511.962, 402.054
33, -955.757, 511.96, 402.057
34, -955.757, 511.956, 402.061
35, -955.759, 511.959, 402.059
36, -955.755, 511.953, 402.062
37, -955.758, 511.95, 402.069
38, -955.763, 511.951, 402.072
39, -955.761, 511.956, 402.065
40, -955.757, 511.955, 402.063
41, -955.766, 511.957, 402.068
42, -955.769, 511.963, 402.066
43, -955.77, 511.963, 402.067
44, -955.773, 511.965, 402.068
45, -955.78, 511.968, 402.072
46, -955.776, 511.968, 402.069
47, -955.77, 511.963, 402.067
48, -955.76, 511.958, 402.063
49, -955.76, 511.958, 402.062
