iteration,fitness,x0,x1
0, 300.021, 457.565, -184.872
1, -855.106, -465.496, 375.13
2, -854.904, -465.376, 375.041
3, -854.969, -465.349, 375.14
4, -855.063, -465.407, 375.178
5, -855.126, -465.428, 375.225
6, -855.097, -465.397, 375.227
7, -855.112, -465.427, 375.211
8, -855.106, -465.418, 375.213
9, -957.093, 512, 404.008
10, -957.079, 511.977, 404.016
11, -956.023, 511.987, 403.996
12, -956.009, 511.977, 403.992
13, -956.011, 511.973, 403.997
14, -956.035, 511.994, 404
15, -958.499, 511.984, 403.98
16, -958.519, 511.997, 403.988
17, -958.503, 511.99, 403.978
18, -958.499, 512, 403.964
19, -958.509, 512, 403.974
20, -958.512, 512, 403.977
21, -958.501, 512, 403.966
22, -958.51, 512, 403.974
23, -958.51, 511.99, 403.985
24, -956.013, 511.98, 403.992
25, -956.006, 511.972, 403.993
26, -956.016, 511.982, 403.994
27, -956.014, 511.979, 403.994
28, -956.014, 511.98, 403.993
29, -956.01, 511.981, 403.988
30, -956.009, 511.981, 403.987
31, -955.994, 511.974, 403.979
32, -956.002, 511.973, 403.988
33, -956.002, 511.969, 403.992
34, -955.989, 511.963, 403.985
35, -955.989, 511.955, 403.992
36, -955.994, 511.953, 404
37, -955.995, 511.956, 403.999
38, -956.583, 512, 402.852
39, -956.579, 511.994, 402.854
40, -956.576, 511.997, 402.848
41, -956.572, 511.994, 402.847
42, -957.242, 512, 404.158
43, -957.241, 511.996, 404.161
44, -957.241, 511.991, 404.166
45, -957.238, 511.986, 404.168
46, -957.236, 511.988, 404.163
47, -957.232, 511.986, 404.162
48, -957.233, 511.985, 404.163
49, -957.239, 511.991, 404.164
