iteration,fitness,x0,x1
0, 145.089, 371.53, -263.812
1, -616.94, -164.311, -510.484
2, -746.928, -343.226, 512
3, -810.075, 340.325, 512
4, -905.794, 512, 410.833
5, -946.401, 475.03, 430.253
6, -946.377, 475.007, 430.252
7, -946.388, 474.995, 430.275
8, -946.342, 474.985, 430.239
9, -946.364, 474.983, 430.263
10, -946.406, 474.999, 430.29
11, -949.859, 512, 406.642
12, -949.836, 511.99, 406.629
13, -949.809, 511.976, 406.616
14, -949.83, 511.989, 406.624
15, -949.821, 512, 406.605
16, -949.818, 511.983, 406.618
17, -949.811, 511.973, 406.621
18, -949.809, 511.978, 406.614
19, -949.815, 511.97, 406.627
20, -957.687, 512, 403.145
21, -957.693, 511.996, 403.155
22, -957.695, 511.988, 403.165
23, -957.704, 511.992, 403.17
24, -957.687, 511.982, 403.163
25, -957.683, 511.986, 403.155
26, -957.696, 511.994, 403.16
27, -957.684, 511.987, 403.154
28, -957.682, 511.989, 403.15
29, -957.677, 511.984, 403.15
30, -957.679, 511.982, 403.155
31, -957.667, 511.979, 403.146
32, -957.673, 511.978, 403.153
33, -957.686, 511.983, 403.161
34, -957.675, 511.979, 403.154
35, -957.673, 511.982, 403.149
36, -957.67, 511.981, 403.147
37, -957.659, 511.975, 403.142
38, -957.67, 511.983, 403.145
39, -957.678, 511.987, 403.148
40, -957.68, 511.984, 403.154
41, -957.682, 511.979, 403.16
42, -957.689, 511.983, 403.164
43, -957.697, 511.985, 403.17
44, -957.692, 511.985, 403.165
45, -957.688, 511.979, 403.167
46, -957.682, 511.977, 403.163
47, -957.675, 511.973, 403.16
48, -957.681, 511.977, 403.162
49, -957.681, 511.983, 403.156
