iteration,agent_id,fitness,x0,x1
0, 0, -71.7043, 35.1385, -324.298
0, 1, 453.458, 192.134, 397.754
0, 2, 209.893, -358.521, -317.235
0, 3, -85.0059, -268.335, 168.308
0, 4, -169.017, 184.622, -65.7701
0, 5, -11.2843, 26.6708, 30.7986
0, 6, -308.986, 50.1511, -360.653
0, 7, -217.965, -338.015, -355.794
0, 8, -146.939, 333.951, 291.701
0, 9, -888.268, 436.801, 458.916
0, 10, -52.9341, 55.3833, -48.4166
0, 11, -140.969, -364.506, -161.947
0, 12, -133.275, -60.2532, 219.509
0, 13, 335.953, 171.183, 150.611
0, 14, 272.441, 218.843, -332.402
0, 15, 457.605, 129.438, 449.169
0, 16, 239.793, -430.602, 504.75
0, 17, 370.312, 405.663, -492.882
0, 18, -683.45, -484.309, -402.925
0, 19, 207.882, 388.397, -433.886
0, 20, -587.581, 243.938, -473.246
0, 21, -90.7872, -126.286, -142.347
0, 22, 64.2065, 120.75, -163.066
0, 23, -620.658, -334.615, 497.697
0, 24, -403.289, 89.3758, -402.861
0, 25, 333.748, -375.263, -22.3808
0, 26, -152.653, -114.828, 370.692
0, 27, -228.644, 97.8925, 103.363
0, 28, 309.062, -304.762, 65.6515
0, 29, -298.895, 255.037, 7.94735
0, 30, -454.151, 353.668, 234.763
0, 31, -734.043, 508.658, 386.552
0, 32, 312.691, -189.108, -405.919
0, 33, -389.762, -495.216, -434.148
0, 34, 485.696, -224.604, -341.45
0, 35, -28.9201, -330.24, 460.883
0, 36, 59.0235, -358.799, 376.206
0, 37, -66.6776, -311.032, -98.8991
0, 38, 136.296, -473.888, -276.003
0, 39, -193.235, -178.983, 494.328
0, 40, 215.578, 281.427, -268.348
0, 41, -170.743, 258.412, 43.3299
0, 42, -619.604, 399.054, 427.321
0, 43, 268.612, 223.257, 162.975
0, 44, 38.6211, 108.12, 239.432
0, 45, 74.6861, -43.0202, -266.112
0, 46, 423.934, -488.278, -119.563
0, 47, -248.559, 490.485, -290.978
0, 48, -153.356, 206.492, -62.2112
0, 49, 58.6364, 55.3672, -440.08
0, 50, -530.586, -379.235, -456.328
0, 51, 351.163, 359.54, 21.5505
0, 52, -218.21, -185.959, 494.689
