iteration,fitness,x0,x1
0, -237.158, 128.927, 83.6176
1, -863.272, 334.377, 494.774
2, -863.272, 334.377, 494.774
3, -905.901, 512, 410.939
4, -949.916, 512, 406.7
5, -949.959, 512, 406.743
6, -949.951, 511.96, 406.774
7, -949.923, 511.952, 406.754
8, -949.969, 511.965, 406.788
9, -949.963, 511.989, 406.758
10, -957.918, 512, 404.838
11, -957.877, 511.984, 404.813
12, -957.895, 512, 404.815
13, -957.878, 512, 404.797
14, -957.887, 512, 404.807
15, -957.899, 512, 404.819
16, -957.897, 511.987, 404.831
17, -957.892, 511.999, 404.813
18, -957.891, 512, 404.811
19, -957.901, 511.996, 404.825
20, -957.912, 511.995, 404.838
21, -957.916, 511.994, 404.843
22, -957.923, 511.991, 404.852
23, -957.929, 511.999, 404.85
24, -957.934, 512, 404.854
25, -957.915, 511.99, 404.845
26, -957.923, 511.988, 404.856
27, -957.932, 511.99, 404.863
28, -957.945, 511.992, 404.873
29, -957.941, 511.998, 404.863
30, -957.949, 512, 404.869
31, -957.951, 511.999, 404.873
32, -957.947, 512, 404.867
33, -957.944, 512, 404.864
34, -957.946, 511.997, 404.869
35, -957.94, 511.988, 404.872
36, -957.934, 511.982, 404.872
37, -957.941, 511.99, 404.871
38, -957.939, 511.993, 404.867
39, -957.935, 511.986, 404.869
40, -957.93, 511.983, 404.868
41, -957.929, 511.98, 404.869
42, -957.928, 511.982, 404.866
43, -957.93, 511.982, 404.868
44, -957.924, 511.98, 404.864
45, -957.922, 511.983, 404.86
46, -957.925, 511.989, 404.856
47, -957.925, 511.992, 404.853
48, -957.921, 511.99, 404.851
49, -957.915, 511.986, 404.849
