iteration,agent_id,fitness,x0,x1
0, 0, -253.708, 278.452, 166.335
0, 1, -366.736, -202.508, 283.22
0, 2, 104.414, -141.2, 53.5105
0, 3, 83.2295, -292.574, -255.66
0, 4, 19.1798, 136.652, 242.186
0, 5, 126.201, 413.718, 18.2822
0, 6, -424.016, -473.938, 427.607
0, 7, 212.299, -347.795, -187.952
0, 8, 555.41, 0.764401, 507.65
0, 9, -305.064, -242.68, -446.874
0, 10, 790.119, 476.977, -499.44
0, 11, -267.307, 275.613, 297.524
0, 12, 9.57148, 311.812, 327.676
0, 13, -181.598, 482.361, 350.859
0, 14, 387.775, -334.544, 429.701
0, 15, 24.141, -47.995, 135.273
0, 16, -248.285, 345.443, -380.588
0, 17, -57.7158, -47.7592, -115.197
0, 18, 257.723, 255.145, -87.4655
0, 19, 610.553, -311.285, 386.591
0, 20, 887.356, 467.227, -484.949
0, 21, -264.055, 79.4993, 358.123
0, 22, 271.049, -468.43, -128.097
0, 23, 300.206, -385.781, 23.8391
0, 24, -234.808, -253.61, -481.753
0, 25, -683.835, -288.525, -465.4
0, 26, -106.096, -137.605, -329.221
0, 27, 176.645, 273.056, -43.9321
0, 28, -64.9468, -12.7837, 22.8042
0, 29, 509.579, 264.366, -378.45
0, 30, -182.903, -335.405, 213.586
0, 31, 76.2293, 134.638, 163.516
0, 32, -581.614, -389.591, -456.244
0, 33, 104.386, 175.715, -167.091
0, 34, -39.0793, 14.1116, -82.6153
0, 35, 327.756, 502.446, -140.678
0, 36, -138.036, 264.633, -185.098
0, 37, 174.534, -364.843, -486.396
0, 38, -245.613, -72.5111, 172.044
0, 39, -545.405, -409.839, 381.94
0, 40, -184.088, 413.493, 360.714
0, 41, 21.6555, 45.9631, -19.7324
0, 42, -88.5906, 129.097, 124.277
0, 43, 383.99, 114.552, 422.368
0, 44, 273.068, 182.303, -344.023
0, 45, 120.838, 88.3858, -253.559
0, 46, 182.358, -352.531, -226.568
0, 47, -318.9, -162.768, 418.234
0, 48, -6.34052, 167.588, -39.23
0, 49, -88.6383, 406.525, 483.826
0, 50, 224.791, -464.678, 457.503
0, 51, 451.136, -261.525, -359.772
0, 52, -22.7491, -291.843, -414.367
0, 53, -396.497, 465.315, -20.3113
0, 54, 271.783, 206.379, -155.262
0, 55, -56.9227, 50.7197, -58.0706
0, 56, 351.779, 222.612, 410.368
0, 57, -324.034, 261.684, 18.4223
0, 58, 564.101, 313.365, 396.113
0, 59, 308.754, -131.663, 297.209
0, 60, -662.833, -441.212, -356.627
0, 61, 559.304, -240.614, 394.281
0, 62, 141.754, 179.05, -172.614
0, 63, -545.684, 325.587, -487.836
