iteration,fitness,x0,x1
0, 255.605, -94.5678, 331.289
1, -592.334, 286.178, -512
2, -592.339, 286.184, -512
3, -859.875, 429.829, 438.192
4, -859.873, 429.881, 438.141
5, -958.32, 512, 403.783
6, -958.368, 512, 403.831
7, -958.351, 511.991, 403.824
8, -958.378, 511.986, 403.857
9, -958.398, 512, 403.862
10, -958.397, 511.978, 403.882
11, -958.404, 511.999, 403.87
12, -958.406, 512, 403.87
13, -958.398, 512, 403.862
14, -958.407, 511.993, 403.877
15, -958.418, 511.995, 403.887
16, -958.433, 512, 403.897
17, -958.447, 512, 403.911
18, -958.45, 511.99, 403.925
19, -958.445, 511.975, 403.934
20, -958.442, 511.986, 403.92
21, -958.424, 511.974, 403.914
22, -958.411, 511.966, 403.909
23, -958.399, 511.955, 403.908
24, -958.39, 511.946, 403.908
25, -958.385, 511.947, 403.902
26, -958.365, 511.937, 403.892
27, -958.356, 511.936, 403.885
28, -958.36, 511.939, 403.885
29, -958.361, 511.947, 403.878
30, -958.36, 511.953, 403.871
31, -958.353, 511.953, 403.864
32, -958.36, 511.962, 403.862
33, -958.359, 511.958, 403.865
34, -958.356, 511.956, 403.863
35, -958.347, 511.956, 403.855
36, -958.347, 511.95, 403.861
37, -958.358, 511.953, 403.869
38, -958.35, 511.949, 403.865
39, -958.351, 511.945, 403.871
40, -958.352, 511.947, 403.87
41, -958.352, 511.944, 403.873
42, -958.353, 511.95, 403.867
43, -958.353, 511.944, 403.873
44, -958.36, 511.95, 403.874
45, -958.357, 511.945, 403.877
46, -958.346, 511.938, 403.872
47, -958.342, 511.935, 403.871
48, -958.34, 511.935, 403.869
49, -958.34, 511.93, 403.873
