iteration,fitness,x0,x1
0, -296.727, 8.8421, -352.091
1, -810.04, -304.172, 512
2, -810.012, -304.14, 512
3, -810.016, -304.145, 512
4, -915.342, 512, 397.583
5, -915.322, 512, 397.562
6, -915.345, 511.993, 397.593
7, -915.383, 512, 397.626
8, -915.368, 512, 397.61
9, -915.398, 512, 397.641
10, -915.409, 511.998, 397.654
11, -915.394, 511.98, 397.656
12, -915.39, 511.976, 397.656
13, -915.394, 511.959, 397.677
14, -915.384, 511.957, 397.669
15, -915.368, 511.959, 397.651
16, -915.388, 511.964, 397.665
17, -915.41, 511.972, 397.681
18, -915.426, 511.981, 397.689
19, -915.413, 511.971, 397.685
20, -915.42, 511.971, 397.692
21, -915.44, 511.984, 397.7
22, -915.455, 511.996, 397.704
23, -915.467, 512, 397.712
24, -918.585, 437.506, 456.906
25, -918.578, 437.497, 456.907
26, -918.576, 437.496, 456.907
27, -918.578, 437.487, 456.917
28, -918.573, 437.487, 456.913
29, -918.564, 437.487, 456.904
30, -918.575, 437.49, 456.912
31, -918.587, 437.494, 456.92
32, -918.597, 437.499, 456.925
33, -954.48, 512, 405.158
34, -954.466, 511.993, 405.152
35, -954.468, 511.998, 405.149
36, -954.472, 511.997, 405.154
37, -954.482, 512, 405.16
38, -954.478, 512, 405.157
39, -955.14, 512, 405.821
40, -955.135, 511.993, 405.823
41, -955.132, 511.996, 405.817
42, -955.135, 511.997, 405.819
43, -955.133, 511.993, 405.822
44, -955.142, 511.999, 405.824
45, -955.141, 512, 405.822
46, -955.138, 512, 405.82
47, -955.138, 512, 405.819
48, -955.144, 512, 405.825
49, -955.137, 511.995, 405.824
