iteration,fitness,x0,x1
0, 266.173, -454.473, 229.012
1, -810.719, -304.932, 512
2, -862.642, 355.726, 512
3, -862.654, 355.816, 511.917
4, -862.606, 355.788, 511.894
5, -862.672, 355.829, 511.921
6, -883.473, 342.07, 499.495
7, -883.453, 342.037, 499.508
8, -883.47, 342.054, 499.508
9, -883.427, 342.041, 499.478
10, -883.447, 342.048, 499.491
11, -883.436, 342.04, 499.488
12, -883.453, 342.064, 499.481
13, -883.418, 342.051, 499.459
14, -885.569, 346.798, 503.294
15, -885.543, 346.787, 503.278
16, -885.528, 346.781, 503.269
17, -885.525, 346.792, 503.255
18, -885.529, 346.799, 503.252
19, -885.538, 346.814, 503.246
20, -885.539, 346.809, 503.252
21, -897.554, 495.177, 451.565
22, -897.547, 495.169, 451.567
23, -897.532, 495.16, 451.559
24, -897.518, 495.153, 451.55
25, -897.509, 495.147, 451.546
26, -897.519, 495.151, 451.554
27, -897.509, 495.149, 451.544
28, -897.507, 495.141, 451.551
29, -897.509, 495.139, 451.555
30, -897.511, 495.149, 451.546
31, -897.502, 495.144, 451.541
32, -922.765, 438.624, 450.269
33, -922.767, 438.62, 450.274
34, -922.766, 438.613, 450.28
35, -922.78, 438.621, 450.287
36, -922.774, 438.62, 450.282
37, -922.775, 438.619, 450.283
38, -922.774, 438.616, 450.285
39, -922.768, 438.612, 450.284
40, -922.762, 438.608, 450.281
41, -922.755, 438.607, 450.275
42, -922.761, 438.608, 450.28
43, -922.757, 438.61, 450.274
44, -922.766, 438.614, 450.28
45, -922.765, 438.618, 450.275
46, -922.769, 438.617, 450.28
47, -922.768, 438.622, 450.274
48, -922.766, 438.625, 450.269
49, -922.77, 438.627, 450.271
