iteration,fitness,x0,x1
0, -59.3554, -63.5878, -271.418
1, -704.07, 292.89, -495.067
2, -703.927, 292.879, -494.933
3, -842.685, 363.487, 504.152
4, -842.703, 363.43, 504.226
5, -842.758, 363.446, 504.269
6, -867.268, 512, 394.146
7, -867.233, 512, 394.11
8, -867.238, 511.985, 394.129
9, -867.205, 511.952, 394.123
10, -867.229, 511.957, 394.144
11, -867.195, 511.932, 394.132
12, -867.218, 511.935, 394.153
13, -867.21, 511.932, 394.147
14, -867.211, 511.947, 394.135
15, -867.199, 511.933, 394.135
16, -867.222, 511.952, 394.143
17, -914.031, 438.481, 448.996
18, -914.058, 438.491, 449.012
19, -957.55, 512, 403.006
20, -957.559, 511.994, 403.021
21, -957.571, 511.998, 403.03
22, -957.573, 511.989, 403.04
23, -957.573, 512, 403.03
24, -957.576, 512, 403.033
25, -957.565, 511.992, 403.029
26, -957.558, 511.987, 403.027
27, -957.557, 511.98, 403.034
28, -957.57, 511.989, 403.038
29, -957.573, 511.989, 403.041
30, -957.574, 511.995, 403.035
31, -957.569, 511.995, 403.031
32, -957.561, 511.99, 403.028
33, -957.562, 511.998, 403.02
34, -957.558, 512, 403.014
35, -957.553, 511.999, 403.01
36, -957.557, 512, 403.014
37, -957.563, 512, 403.02
38, -957.558, 512, 403.015
39, -957.55, 511.995, 403.012
40, -957.555, 511.998, 403.014
41, -957.559, 512, 403.015
42, -957.558, 512, 403.015
43, -957.555, 512, 403.011
44, -957.55, 511.993, 403.013
45, -957.551, 511.992, 403.015
46, -958.057, 512, 404.978
47, -958.283, 512, 403.746
48, -958.28, 511.994, 403.748
49, -958.288, 511.999, 403.752
