iteration,fitness,x0,x1
0, -69.0614, -4.82151, 124.76
1, -705.242, -294.689, -463.256
2, -705.297, -294.718, -463.281
3, -705.299, -294.624, -463.379
4, -705.31, -294.563, -463.452
5, -792.808, -295.096, 512
6, -831.516, 344.049, 512
7, -831.548, 344.086, 512
8, -831.573, 344.119, 511.995
9, -831.551, 344.093, 511.996
10, -831.547, 344.1, 511.985
11, -884.855, 512, 395.107
12, -884.821, 511.979, 395.091
13, -884.836, 511.981, 395.105
14, -884.861, 512, 395.114
15, -884.867, 511.988, 395.13
16, -884.868, 511.971, 395.148
17, -884.865, 511.986, 395.131
18, -884.865, 511.994, 395.123
19, -901.41, 512, 396.775
20, -901.396, 512, 396.76
21, -901.39, 512, 396.754
22, -920.315, 511.991, 409.702
23, -920.321, 511.992, 409.707
24, -920.315, 511.993, 409.7
25, -920.298, 511.984, 409.691
26, -920.296, 511.984, 409.688
27, -957.847, 512, 403.307
28, -957.848, 511.997, 403.31
29, -957.85, 511.995, 403.314
30, -957.846, 511.997, 403.308
31, -957.843, 512, 403.302
32, -957.838, 512, 403.297
33, -957.841, 511.995, 403.305
34, -957.852, 511.999, 403.313
35, -957.84, 511.994, 403.305
36, -957.837, 511.992, 403.304
37, -957.836, 512, 403.296
38, -957.829, 512, 403.288
39, -957.836, 512, 403.295
40, -957.828, 511.998, 403.289
41, -957.823, 511.999, 403.282
42, -957.817, 512, 403.275
43, -957.821, 512, 403.28
44, -957.815, 511.998, 403.276
45, -957.817, 511.994, 403.282
46, -957.821, 511.993, 403.286
47, -957.823, 511.995, 403.287
48, -957.826, 511.994, 403.29
49, -957.821, 511.993, 403.287
