iteration,agent_id,fitness,x0,x1
0, 0, -50.887, 139.113, 248.094
0, 1, -26.5927, 465.778, 161.628
0, 2, 622.8, 305.847, 388.537
0, 3, -176.845, 409.985, -104.055
0, 4, 76.3287, -369.646, 455.897
0, 5, -493.205, -427.969, 86.9879
0, 6, 7.67895, -35.2063, -36.2849
0, 7, 176.88, -346.546, 294.62
0, 8, -37.4571, 310.76, -211.838
0, 9, 287.587, -98.694, -388.655
0, 10, 623.753, -409.872, 262.8
0, 11, -282.605, -209.648, -283.419
0, 12, 21.0727, -91.5289, -94.5196
0, 13, 157.069, 395.632, 211.811
0, 14, 102.879, -186.036, -189.148
0, 15, 431.111, 87.5429, 472.054
0, 16, 8.60645, 258.854, 58.3283
0, 17, -334.213, -435.412, -464.998
0, 18, 109.328, -340.317, 83.2236
0, 19, -328.458, -148.488, 470.366
0, 20, -176.159, -168.251, 238.725
0, 21, -236.006, 481.657, 207.721
0, 22, -384.854, -207.078, 285.508
0, 23, 168.077, -95.0348, -453.994
0, 24, -263.378, 447.88, -320.388
0, 25, -174.865, 38.7451, -196.267
0, 26, 279.42, -144.374, 316.077
0, 27, -207.531, -473.191, -19.066
0, 28, 361.486, -26.0504, 486.742
0, 29, 307.174, -507.152, -182.899
0, 30, -188.485, -363.61, 86.4234
0, 31, 207.994, -341.392, -193.015
0, 32, -334.828, 276.657, 291.067
0, 33, -219.299, 288.804, 298.769
0, 34, -77.8092, 135.97, -233.397
0, 35, -247.966, 263.607, -437.509
0, 36, 17.0822, -56.0703, -102.248
0, 37, -224.199, 124.691, -369.834
0, 38, 182.695, 80.5307, -259.146
0, 39, 11.3804, 281.628, 205.417
0, 40, 333.382, -315.732, 438.208
0, 41, 622.062, 405.997, 341.357
0, 42, 579.312, 303.174, 391.33
0, 43, 278.47, 429.072, 344.483
0, 44, 32.9485, 234.01, -163.679
0, 45, -283.999, -18.0514, -355.115
0, 46, -358.835, 286.393, 505.673
0, 47, 102.72, -133.416, 266.788
0, 48, 95.8616, -426.679, -0.774528
0, 49, -536.963, 237.489, -468.293
0, 50, 191.037, -363.024, 403.06
0, 51, -865.675, 346.368, 490.449
0, 52, -261.418, 202.741, 216.433
0, 53, -62.5388, -221.051, -125.224
0, 54, -546.545, 395.995, 428.329
0, 55, -222.346, -240.88, -178.169
0, 56, -178.855, -462.382, 333.327
0, 57, -523.541, 336.58, 232.584
0, 58, -107.49, 368.811, 271.873
0, 59, 0.768607, 4.42877, -138.93
0, 60, 211.79, 402.186, 218.426
0, 61, 171.379, 488.342, -58.408
0, 62, -14.0839, 199.854, -311.961
0, 63, 373.398, -362.694, -348.597
0, 64, -427.265, -188.396, -487.567
0, 65, -479.925, -322.909, -498.108
0, 66, 176.322, 339.157, 291.606
0, 67, 292.818, 336.362, 419.025
0, 68, -118.321, 319.414, 90.0244
0, 69, -237.463, -37.7916, 182.371
0, 70, -127.8, 176.83, -49.9742
0, 71, -225.659, -32.6113, 174.854
0, 72, -292.617, 328.184, 445.17
0, 73, -420.479, 201.912, -267.908
0, 74, 21.6572, 297.938, -330.043
0, 75, -136.284, 69.749, 90.7635
0, 76, -34.0901, 78.5983, 395.951
0, 77, -129.474, 132.207, 252.918
0, 78, -281.194, 173.476, 69.3921
0, 79, 405.921, 67.5253, 457.014
0, 80, 48.8097, 186.894, -125.124
0, 81, 196.29, 303.808, 102.251
0, 82, -279.847, -353.008, -126.938
0, 83, 7.49367, 210.881, 6.02012
0, 84, 339.947, 82.2756, 442.441
0, 85, 239.436, 223.543, 471.668
0, 86, -244.087, 141.565, -429.97
0, 87, -116.682, 91.9034, 133.336
0, 88, 493.107, -229.246, 388.535
0, 89, 212.474, -381.616, 38.2017
