iteration,fitness,x0,x1
0, 18.1394, 149.733, -54.1011
1, -804.062, -300.975, 512
2, -804.065, -300.978, 512
3, -803.998, -300.9, 512
4, -804.011, -300.915, 512
5, -804.028, -300.935, 512
6, -804.016, -300.959, 511.967
7, -803.957, -300.921, 511.94
8, -857.427, 352.318, 512
9, -857.423, 352.315, 512
10, -857.388, 352.298, 511.98
11, -958.04, 511.986, 404.975
12, -958.062, 511.999, 404.983
13, -953.421, 511.987, 404.999
14, -953.394, 511.969, 404.99
15, -953.395, 511.964, 404.995
16, -953.4, 511.977, 404.988
17, -953.374, 511.969, 404.971
18, -958.016, 511.978, 404.959
19, -958.026, 511.983, 404.964
20, -958.033, 511.988, 404.966
21, -958.053, 512, 404.974
22, -958.056, 512, 404.977
23, -958.048, 512, 404.969
24, -958.039, 512, 404.96
25, -958.045, 512, 404.966
26, -958.047, 512, 404.968
27, -958.037, 512, 404.958
28, -958.045, 512, 404.966
29, -958.049, 512, 404.97
30, -958.034, 511.995, 404.96
31, -958.023, 511.991, 404.953
32, -958.026, 512, 404.947
33, -958.018, 511.994, 404.945
34, -958.008, 511.993, 404.936
35, -958.011, 511.995, 404.937
36, -958, 511.99, 404.931
37, -957.992, 511.983, 404.929
38, -958.003, 511.991, 404.933
39, -958.009, 511.992, 404.938
40, -958.005, 511.987, 404.939
41, -958.015, 511.992, 404.944
42, -958.02, 511.991, 404.95
43, -958.02, 511.995, 404.945
44, -958.022, 511.993, 404.95
45, -958.023, 511.993, 404.951
46, -958.026, 511.991, 404.956
47, -958.037, 511.995, 404.962
48, -958.034, 511.994, 404.961
49, -958.039, 511.993, 404.966
