iteration,fitness,x0,x1
0, 171.158, 276.827, 138.755
1, -713.134, -275.818, 512
2, -825.213, 329.819, 482.421
3, -905.861, 512, 410.899
4, -905.815, 512, 410.853
5, -905.852, 512, 410.89
6, -927.755, 512, 398.761
7, -927.77, 512, 398.777
8, -927.756, 511.982, 398.781
9, -927.758, 511.961, 398.802
10, -927.756, 511.96, 398.801
11, -927.794, 511.978, 398.823
12, -927.823, 511.996, 398.835
13, -927.811, 512, 398.818
14, -927.815, 512, 398.822
15, -927.83, 512, 398.838
16, -927.817, 512, 398.825
17, -927.806, 511.983, 398.83
18, -927.787, 511.97, 398.824
19, -927.78, 511.976, 398.81
20, -927.775, 511.963, 398.818
21, -927.767, 511.962, 398.811
22, -927.784, 511.976, 398.814
23, -927.782, 511.986, 398.803
24, -927.774, 511.977, 398.802
25, -927.772, 511.987, 398.792
26, -927.779, 511.99, 398.795
27, -927.783, 511.991, 398.799
28, -927.769, 511.986, 398.789
29, -927.775, 511.983, 398.798
30, -927.782, 511.987, 398.802
31, -927.784, 511.994, 398.796
32, -955.096, 512, 405.778
33, -957.593, 512, 403.05
34, -957.592, 512, 403.049
35, -957.6, 512, 403.056
36, -957.603, 512, 403.06
37, -957.598, 512, 403.054
38, -957.599, 512, 403.056
39, -957.605, 512, 403.062
40, -957.6, 512, 403.057
41, -957.595, 511.993, 403.059
42, -957.587, 511.987, 403.056
43, -957.584, 511.99, 403.05
44, -957.581, 511.984, 403.054
45, -957.577, 511.984, 403.05
46, -957.585, 511.99, 403.052
47, -957.585, 511.995, 403.046
48, -957.58, 511.991, 403.046
49, -957.58, 511.996, 403.041
