iteration,fitness,x0,x1
0, -5.78353, -95.981, -172.169
1, -783.307, 451.736, 402.48
2, -853.181, -461.867, 396.437
3, -853.202, -461.966, 396.354
4, -853.233, -462.012, 396.339
5, -853.149, -461.97, 396.292
6, -853.131, -461.959, 396.284
7, -853.188, -461.984, 396.319
8, -853.168, -461.951, 396.333
9, -853.184, -461.949, 396.353
10, -853.15, -461.93, 396.336
11, -853.185, -461.947, 396.355
12, -901.571, 512, 396.941
13, -901.567, 511.988, 396.949
14, -901.586, 512, 396.956
15, -901.587, 512, 396.958
16, -901.566, 511.991, 396.945
17, -901.556, 511.976, 396.949
18, -901.574, 511.981, 396.963
19, -901.573, 511.976, 396.966
20, -901.566, 511.971, 396.964
21, -901.558, 511.968, 396.958
22, -901.558, 511.969, 396.958
23, -901.565, 511.977, 396.957
24, -901.561, 511.97, 396.959
25, -956.435, 512, 402.703
26, -957.488, 512, 404.406
27, -958, 512, 403.46
28, -958.003, 512, 403.463
29, -957.99, 511.997, 403.454
30, -957.984, 511.991, 403.453
31, -957.994, 511.993, 403.461
32, -957.995, 511.985, 403.471
33, -957.994, 511.987, 403.467
34, -957.993, 511.985, 403.469
35, -957.981, 511.979, 403.462
36, -957.976, 511.973, 403.463
37, -957.978, 511.973, 403.465
38, -957.976, 511.969, 403.467
39, -957.982, 511.977, 403.466
40, -957.982, 511.975, 403.467
41, -957.98, 511.968, 403.472
42, -957.991, 511.973, 403.479
43, -957.986, 511.974, 403.473
44, -957.986, 511.974, 403.473
45, -957.993, 511.974, 403.479
46, -957.993, 511.98, 403.474
47, -958.005, 511.986, 403.48
48, -958.007, 511.99, 403.477
49, -958, 511.985, 403.476
