iteration,fitness,x0,x1
0, -157.111, -299.352, 262.835
1, -888.816, 431.873, 454.783
2, -888.783, 431.839, 454.78
3, -888.675, 431.786, 454.72
4, -876.665, 431.738, 454.769
5, -949.474, 512, 406.257
6, -957.641, 512, 403.098
7, -957.665, 512, 403.122
8, -957.662, 512, 403.119
9, -957.689, 512, 403.147
10, -957.69, 512, 403.148
11, -957.659, 511.976, 403.14
12, -957.657, 511.965, 403.149
13, -957.661, 511.987, 403.131
14, -957.672, 511.986, 403.144
15, -957.68, 511.977, 403.161
16, -957.662, 511.962, 403.158
17, -957.654, 511.954, 403.158
18, -957.65, 511.958, 403.149
19, -957.649, 511.969, 403.138
20, -957.666, 511.973, 403.151
21, -957.676, 511.972, 403.162
22, -957.66, 511.963, 403.155
23, -957.679, 511.973, 403.164
24, -957.695, 511.982, 403.171
25, -957.691, 511.982, 403.166
26, -957.99, 511.985, 403.465
27, -957.983, 511.985, 403.459
28, -957.983, 511.976, 403.467
29, -957.994, 511.982, 403.473
30, -958.001, 511.99, 403.472
31, -958.011, 511.991, 403.48
32, -958.019, 512, 403.48
33, -958.009, 511.992, 403.478
34, -958.008, 511.988, 403.481
35, -958.01, 511.996, 403.474
36, -958.014, 511.996, 403.479
37, -958.018, 511.992, 403.486
38, -958.01, 511.986, 403.485
39, -958.006, 511.982, 403.485
40, -958.004, 511.984, 403.481
41, -958.004, 511.989, 403.476
42, -958.012, 511.991, 403.482
43, -958.017, 511.99, 403.487
44, -958.009, 511.986, 403.484
45, -958.019, 511.991, 403.488
46, -958.027, 511.996, 403.492
47, -958.025, 511.996, 403.489
48, -958.035, 512, 403.496
49, -958.031, 512, 403.492
