iteration,fitness,x0,x1
0, 49.124, 309.983, -82.2976
1, -793.455, -466.376, 369.021
2, -955.97, 512, 402.232
3, -956.052, 512, 402.315
4, -956.118, 512, 402.382
5, -956.072, 512, 402.335
6, -956.056, 511.958, 402.362
7, -956.075, 511.955, 402.385
8, -956.071, 511.97, 402.365
9, -956.104, 511.986, 402.382
10, -956.082, 511.957, 402.389
11, -956.05, 511.943, 402.37
12, -956.071, 511.946, 402.389
13, -956.074, 511.929, 402.408
14, -956.083, 511.939, 402.408
15, -956.114, 511.956, 402.422
16, -956.125, 511.96, 402.428
17, -956.128, 511.977, 402.415
18, -956.127, 511.972, 402.418
19, -956.116, 511.964, 402.417
20, -956.117, 511.976, 402.405
21, -956.1, 511.971, 402.393
22, -956.091, 511.973, 402.381
23, -956.104, 511.981, 402.387
24, -956.091, 511.975, 402.38
25, -956.094, 511.974, 402.384
26, -956.091, 511.972, 402.382
27, -956.092, 511.967, 402.389
28, -956.095, 511.977, 402.382
29, -956.092, 511.977, 402.379
30, -957.15, 512, 404.065
31, -957.145, 511.996, 404.064
32, -957.138, 511.997, 404.056
33, -957.897, 511.996, 403.361
34, -957.908, 512, 403.368
35, -957.908, 512, 403.368
36, -957.908, 511.995, 403.373
37, -957.9, 511.993, 403.367
38, -957.903, 511.999, 403.364
39, -957.902, 512, 403.361
40, -957.903, 512, 403.362
41, -957.908, 511.999, 403.369
42, -957.899, 511.994, 403.364
43, -957.905, 512, 403.365
44, -957.896, 511.998, 403.358
45, -957.898, 511.998, 403.36
46, -957.897, 511.994, 403.363
47, -957.897, 511.999, 403.358
48, -957.902, 512, 403.361
49, -957.899, 511.996, 403.363
