iteration,fitness,x0,x1
0, -612.68, -289.127, -475.108
1, -640.691, 385.624, 512
2, -640.572, 385.531, 511.911
3, -640.59, 385.524, 511.939
4, -777.088, -290.494, 512
5, -777.048, -290.52, 511.94
6, -777.012, -290.535, 511.893
7, -777.039, -290.518, 511.932
8, -777.082, -290.537, 511.961
9, -937.8, 512, 399.512
10, -937.802, 512, 399.514
11, -937.779, 512, 399.491
12, -937.795, 512, 399.508
13, -937.782, 511.98, 399.515
14, -945.805, 512, 400.251
15, -945.823, 511.999, 400.27
16, -945.81, 511.989, 400.268
17, -945.823, 512, 400.269
18, -945.806, 511.999, 400.253
19, -945.803, 512, 400.249
20, -945.793, 511.995, 400.244
21, -945.79, 512, 400.235
22, -945.794, 512, 400.239
23, -945.785, 512, 400.23
24, -945.785, 512, 400.231
25, -945.771, 511.996, 400.22
26, -945.764, 511.995, 400.214
27, -945.769, 511.993, 400.221
28, -945.781, 511.998, 400.228
29, -958.161, 512, 403.623
30, -958.159, 512, 403.62
31, -958.154, 511.999, 403.617
32, -958.159, 511.996, 403.625
33, -958.167, 511.996, 403.634
34, -958.162, 511.991, 403.632
35, -958.169, 511.998, 403.633
36, -958.16, 511.997, 403.625
37, -958.161, 512, 403.623
38, -958.156, 511.997, 403.62
39, -958.154, 512, 403.616
40, -958.156, 512, 403.618
41, -958.151, 512, 403.613
42, -958.151, 512, 403.613
43, -958.143, 511.998, 403.607
44, -958.139, 511.997, 403.603
45, -958.142, 511.996, 403.608
46, -958.149, 511.999, 403.612
47, -958.153, 512, 403.614
48, -958.15, 512, 403.612
49, -958.154, 511.999, 403.617
