iteration,fitness,x0,x1
0, 265.55, 75.1705, -300.643
1, -747.371, -342.638, 512
2, -747.189, -342.526, 511.903
3, -810.259, -322.792, 512
4, -810.198, -322.73, 512
5, -810.15, -322.681, 512
6, -810.542, 366.084, 501.538
7, -810.564, 366.082, 501.563
8, -810.587, 366.092, 501.579
9, -810.568, 366.081, 501.568
10, -813.6, -305.576, 512
11, -813.598, -305.573, 512
12, -813.603, -305.579, 512
13, -813.591, -305.566, 512
14, -813.575, -305.557, 511.992
15, -813.563, -305.551, 511.985
16, -813.558, -305.537, 511.992
17, -813.581, -305.554, 512
18, -817.092, -319.923, 512
19, -858.128, 351.841, 511.995
20, -858.121, 351.836, 511.992
21, -858.11, 351.836, 511.98
22, -862.594, 358.835, 511.087
23, -862.594, 358.824, 511.099
24, -862.587, 358.819, 511.096
25, -862.594, 358.827, 511.095
26, -862.588, 358.826, 511.09
27, -880.509, 349.969, 506.938
28, -880.509, 349.964, 506.943
29, -880.512, 349.957, 506.954
30, -880.518, 349.963, 506.954
31, -878.947, 349.956, 506.958
32, -878.948, 349.95, 506.965
33, -957.265, 512, 404.181
34, -957.263, 511.995, 404.184
35, -957.268, 512, 404.183
36, -957.263, 511.994, 404.185
37, -957.253, 511.992, 404.177
38, -957.248, 511.994, 404.17
39, -957.25, 512, 404.166
40, -957.245, 512, 404.161
41, -957.238, 511.995, 404.159
42, -957.244, 511.996, 404.164
43, -957.232, 511.989, 404.159
44, -957.231, 511.989, 404.157
45, -957.233, 511.993, 404.155
46, -957.234, 511.994, 404.156
47, -957.234, 511.991, 404.159
48, -957.236, 511.987, 404.165
49, -957.239, 511.99, 404.165
