iteration,fitness,x0,x1
0, -827.765, 500.209, 400.78
1, -827.71, 500.266, 400.675
2, -827.682, 500.18, 400.718
3, -827.699, 500.26, 400.668
4, -827.783, 500.308, 400.717
5, -827.759, 500.291, 400.705
6, -827.832, 500.327, 400.752
7, -827.775, 500.307, 400.709
8, -827.804, 500.305, 400.74
9, -846.328, 347.516, 512
10, -846.344, 347.532, 512
11, -846.324, 347.511, 512
12, -846.295, 347.496, 511.985
13, -846.294, 347.481, 511.998
14, -958.506, 512, 403.971
15, -958.513, 511.999, 403.978
16, -958.531, 512, 403.996
17, -957.084, 511.995, 404.004
18, -957.082, 511.988, 404.008
19, -957.105, 512, 404.02
20, -957.106, 511.993, 404.028
21, -957.105, 512, 404.02
22, -957.098, 511.998, 404.015
23, -957.096, 512, 404.011
24, -957.102, 512, 404.017
25, -957.095, 511.991, 404.019
26, -957.081, 511.984, 404.012
27, -957.08, 511.976, 404.019
28, -957.079, 511.984, 404.009
29, -957.084, 511.989, 404.01
30, -957.094, 511.993, 404.016
31, -957.098, 511.992, 404.021
32, -957.111, 512, 404.026
33, -957.104, 512, 404.019
34, -957.102, 511.999, 404.019
35, -957.101, 512, 404.015
36, -957.1, 511.997, 404.018
37, -957.093, 511.993, 404.014
38, -957.985, 512, 404.905
39, -957.986, 511.997, 404.909
40, -957.995, 512, 404.915
41, -957.994, 511.994, 404.922
42, -957.991, 511.988, 404.923
43, -957.991, 511.993, 404.919
44, -957.992, 511.999, 404.914
45, -957.993, 512, 404.914
46, -957.99, 512, 404.911
47, -957.989, 512, 404.91
48, -957.983, 511.996, 404.908
49, -957.984, 512, 404.905
