iteration,fitness,x0,x1
0, 121.891, 284.443, -102.696
1, -683.741, -471.008, -405.266
2, -683.773, -470.989, -405.337
3, -683.74, -470.894, -405.413
4, -870.743, -479.996, 388.859
5, -870.718, -479.937, 388.889
6, -900.834, 512, 396.178
7, -900.781, 511.979, 396.143
8, -900.835, 512, 396.179
9, -900.84, 511.984, 396.199
10, -900.855, 511.975, 396.224
11, -900.891, 511.99, 396.246
12, -900.9, 511.982, 396.263
13, -900.878, 511.962, 396.26
14, -900.883, 511.975, 396.253
15, -919.71, 512, 409.088
16, -919.694, 512, 409.072
17, -919.692, 511.994, 409.076
18, -919.677, 511.992, 409.062
19, -919.659, 511.982, 409.053
20, -919.655, 511.99, 409.041
21, -919.665, 511.998, 409.044
22, -919.663, 511.991, 409.049
23, -949.754, 512, 406.537
24, -949.76, 511.996, 406.547
25, -949.75, 511.992, 406.542
26, -949.741, 511.986, 406.538
27, -949.744, 511.981, 406.546
28, -949.739, 511.976, 406.546
29, -949.738, 511.975, 406.545
30, -949.745, 511.979, 406.548
31, -949.754, 511.984, 406.553
32, -949.76, 511.987, 406.556
33, -949.765, 511.991, 406.558
34, -949.761, 511.988, 406.557
35, -949.772, 511.992, 406.563
36, -949.76, 511.986, 406.557
37, -949.759, 511.988, 406.555
38, -949.768, 511.995, 406.557
39, -949.771, 511.995, 406.56
40, -949.771, 512, 406.555
41, -957.435, 512, 404.352
42, -957.429, 511.994, 404.352
43, -957.43, 511.992, 404.355
44, -957.426, 511.986, 404.357
45, -957.429, 511.984, 404.363
46, -957.424, 511.981, 404.36
47, -957.419, 511.978, 404.358
48, -957.42, 511.976, 404.362
49, -957.417, 511.973, 404.362
