iteration,fitness,x0,x1
0, 65.2967, 159.441, -311.608
1, -736.2, -357.989, -428.453
2, -736.253, -358.118, -428.377
3, -789.244, -294.365, 512
4, -789.302, -294.437, 512
5, -789.346, -294.492, 512
6, -789.35, -294.512, 511.988
7, -789.364, -294.534, 511.984
8, -789.355, -294.569, 511.947
9, -816.124, -310.775, 512
10, -920.201, 512, 409.579
11, -920.226, 512, 409.604
12, -920.224, 511.988, 409.613
13, -920.226, 511.981, 409.621
14, -920.236, 511.972, 409.639
15, -920.264, 511.988, 409.654
16, -920.271, 511.994, 409.654
17, -957.707, 512, 404.626
18, -957.704, 511.992, 404.63
19, -957.678, 511.981, 404.616
20, -957.694, 511.986, 404.627
21, -957.701, 511.981, 404.639
22, -957.695, 511.979, 404.635
23, -957.699, 511.984, 404.633
24, -957.699, 511.99, 404.628
25, -957.693, 511.983, 404.629
26, -957.688, 511.98, 404.626
27, -957.67, 511.972, 404.617
28, -957.677, 511.977, 404.619
29, -957.667, 511.977, 404.609
30, -957.658, 511.976, 404.601
31, -957.659, 511.968, 404.61
32, -957.653, 511.964, 404.607
33, -957.644, 511.959, 404.604
34, -957.647, 511.959, 404.607
35, -957.644, 511.957, 404.605
36, -957.642, 511.953, 404.607
37, -957.653, 511.956, 404.615
38, -957.652, 511.952, 404.618
39, -957.652, 511.95, 404.621
40, -957.656, 511.947, 404.627
41, -957.666, 511.953, 404.632
42, -957.669, 511.955, 404.632
43, -957.665, 511.948, 404.635
44, -957.66, 511.947, 404.631
45, -957.655, 511.943, 404.631
46, -957.663, 511.948, 404.633
47, -957.661, 511.943, 404.636
48, -957.667, 511.943, 404.642
49, -957.662, 511.942, 404.638
