iteration,fitness,x0,x1
0, -357.766, 299.191, -162.76
1, -757.403, 351.094, 481.918
2, -847.897, 512, 393.021
3, -847.968, 511.994, 393.102
4, -847.9, 511.967, 393.054
5, -847.872, 511.915, 393.069
6, -847.855, 511.939, 393.031
7, -845.091, 511.9, 393.012
8, -927.343, 512, 398.338
9, -927.31, 511.988, 398.316
10, -927.293, 511.962, 398.324
11, -927.285, 511.975, 398.303
12, -927.252, 511.953, 398.292
13, -927.244, 511.939, 398.297
14, -937.345, 512, 399.048
15, -937.35, 511.992, 399.061
16, -937.323, 511.981, 399.044
17, -937.328, 511.984, 399.047
18, -937.34, 511.988, 399.055
19, -937.326, 511.984, 399.044
20, -937.33, 511.975, 399.057
21, -937.315, 511.966, 399.051
22, -937.315, 511.956, 399.062
23, -937.301, 511.95, 399.053
24, -937.301, 511.961, 399.042
25, -937.312, 511.966, 399.048
26, -937.299, 511.962, 399.038
27, -937.301, 511.956, 399.046
28, -937.298, 511.959, 399.04
29, -937.281, 511.95, 399.032
30, -937.285, 511.957, 399.03
31, -937.301, 511.963, 399.039
32, -937.314, 511.972, 399.043
33, -937.302, 511.967, 399.037
34, -937.299, 511.968, 399.033
35, -937.298, 511.974, 399.025
36, -952.389, 512, 401.672
37, -952.389, 512, 401.672
38, -957.732, 512, 404.651
39, -957.731, 511.996, 404.654
40, -957.726, 511.996, 404.649
41, -957.727, 511.993, 404.653
42, -957.725, 511.987, 404.657
43, -957.719, 511.985, 404.653
44, -957.719, 511.982, 404.656
45, -957.722, 511.987, 404.653
46, -957.726, 511.993, 404.652
47, -957.723, 511.989, 404.653
48, -957.732, 511.993, 404.658
49, -957.736, 511.998, 404.657
