iteration,fitness,x0,x1
0, 87.6132, -125.429, -211.056
1, -782.392, 373.071, 510.858
2, -857.268, 362.115, 508.543
3, -873.576, -472.596, 380.945
4, -873.466, -472.537, 380.89
5, -873.48, -472.553, 380.888
6, -873.388, -472.507, 380.84
7, -873.384, -472.465, 380.878
8, -873.576, -472.596, 380.945
9, -873.528, -472.57, 380.921
10, -873.534, -472.578, 380.92
11, -873.484, -472.552, 380.893
12, -873.576, -472.596, 380.945
13, -873.543, -472.578, 380.928
14, -938.024, 512, 399.742
15, -938.014, 511.991, 399.741
16, -937.993, 511.983, 399.726
17, -952.391, 512, 401.674
18, -952.379, 511.989, 401.673
19, -952.364, 511.987, 401.659
20, -952.354, 511.978, 401.659
21, -952.343, 511.977, 401.649
22, -952.339, 511.978, 401.643
23, -952.347, 511.977, 401.652
24, -952.348, 511.972, 401.659
25, -956.517, 511.979, 402.807
26, -956.518, 511.977, 402.81
27, -956.513, 511.972, 402.809
28, -956.5, 511.968, 402.801
29, -956.507, 511.972, 402.804
30, -956.524, 511.982, 402.811
31, -956.527, 511.991, 402.805
32, -956.522, 511.988, 402.802
33, -956.514, 511.982, 402.8
34, -956.51, 511.981, 402.797
35, -956.509, 511.974, 402.804
36, -956.498, 511.968, 402.799
37, -956.505, 511.969, 402.805
38, -956.503, 511.968, 402.804
39, -956.503, 511.968, 402.803
40, -956.509, 511.97, 402.808
41, -957.769, 512, 403.228
42, -957.762, 512, 403.221
43, -957.769, 512, 403.227
44, -957.77, 511.999, 403.229
45, -957.766, 511.996, 403.229
46, -957.759, 511.994, 403.223
47, -957.763, 511.996, 403.225
48, -957.772, 512, 403.23
49, -957.767, 512, 403.226
