iteration,fitness,x0,x1
0, 35.7651, -71.1769, 139.178
1, -600.767, 412.088, 175.02
2, -827.992, 512, 392.961
3, -847.934, 512, 393.06
4, -845.157, 511.993, 392.997
5, -872.87, -461.358, 393.603
6, -872.855, -461.34, 393.606
7, -872.846, -461.359, 393.576
8, -872.857, -461.373, 393.574
9, -956.455, 512, 402.722
10, -956.459, 512, 402.726
11, -956.441, 512, 402.709
12, -956.438, 512, 402.706
13, -956.403, 511.979, 402.692
14, -956.409, 511.973, 402.704
15, -956.406, 511.985, 402.688
16, -956.401, 511.99, 402.679
17, -956.385, 511.986, 402.666
18, -956.373, 511.973, 402.667
19, -956.371, 511.98, 402.658
20, -956.355, 511.971, 402.651
21, -957.738, 512, 403.196
22, -957.74, 511.989, 403.209
23, -957.744, 511.982, 403.22
24, -957.722, 511.97, 403.209
25, -957.722, 511.963, 403.217
26, -957.724, 511.956, 403.227
27, -957.742, 511.966, 403.235
28, -957.738, 511.97, 403.226
29, -957.723, 511.964, 403.218
30, -957.738, 511.97, 403.226
31, -957.732, 511.971, 403.22
32, -957.735, 511.976, 403.217
33, -957.724, 511.971, 403.211
34, -957.73, 511.98, 403.209
35, -957.744, 511.985, 403.217
36, -957.743, 511.983, 403.219
37, -957.751, 511.988, 403.221
38, -957.755, 511.993, 403.22
39, -957.753, 511.995, 403.217
40, -957.75, 511.994, 403.214
41, -957.745, 511.996, 403.207
42, -957.741, 511.993, 403.207
43, -957.749, 511.998, 403.209
44, -957.756, 512, 403.214
45, -957.759, 512, 403.217
46, -957.753, 511.996, 403.215
47, -957.757, 511.999, 403.216
48, -957.753, 512, 403.212
49, -957.753, 512, 403.211
