iteration,fitness,x0,x1
0, -184.92, -477.091, -249.391
1, -741.873, -281.331, 512
2, -741.893, -281.362, 512
3, -757.296, 512, 389.989
4, -821.519, 342.255, 512
5, -821.475, 342.204, 512
6, -821.471, 342.237, 511.967
7, -821.458, 342.234, 511.955
8, -821.443, 342.249, 511.926
9, -821.427, 342.25, 511.908
10, -821.397, 342.246, 511.88
11, -859.609, -462.711, 395.991
12, -859.602, -462.695, 396.001
13, -859.574, -462.685, 395.982
14, -859.595, -462.699, 395.99
15, -859.612, -462.709, 395.997
16, -859.61, -462.722, 395.982
17, -859.618, -462.724, 395.988
18, -859.597, -462.707, 395.983
19, -859.595, -462.703, 395.985
20, -859.594, -462.698, 395.99
21, -859.599, -462.699, 395.994
22, -859.606, -462.694, 396.006
23, -859.582, -462.682, 395.993
24, -859.567, -462.676, 395.983
25, -859.579, -462.681, 395.991
26, -859.568, -462.671, 395.989
27, -859.572, -462.674, 395.99
28, -871.173, 356.637, 501.114
29, -871.161, 356.631, 501.108
30, -871.162, 356.641, 501.099
31, -920.037, 512, 409.415
32, -920.045, 512, 409.423
33, -920.04, 511.995, 409.422
34, -920.045, 511.998, 409.425
35, -920.038, 511.992, 409.423
36, -937.799, 512, 399.511
37, -937.788, 511.996, 399.505
38, -937.8, 512, 399.512
39, -937.801, 511.996, 399.517
40, -937.804, 511.994, 399.523
41, -937.814, 511.998, 399.529
42, -946.481, 512, 400.939
43, -946.475, 512, 400.933
44, -949.795, 512, 406.579
45, -949.8, 512, 406.584
46, -949.803, 511.998, 406.589
47, -949.797, 511.992, 406.588
48, -949.798, 511.996, 406.586
49, -949.8, 511.992, 406.592
