iteration,fitness,x0,x1
0, 439.057, -164.779, -412.477
1, -708.433, -355.568, -422.246
2, -837.859, 345.124, 512
3, -837.838, 345.198, 511.908
4, -837.808, 345.216, 511.858
5, -837.713, 345.17, 511.801
6, -837.735, 345.182, 511.814
7, -837.764, 345.224, 511.805
8, -837.817, 345.259, 511.828
9, -837.838, 345.261, 511.847
10, -837.803, 345.237, 511.834
11, -837.83, 345.247, 511.853
12, -885.116, 512, 395.379
13, -885.121, 511.997, 395.387
14, -885.095, 511.977, 395.378
15, -885.118, 511.989, 395.392
16, -885.092, 511.979, 395.374
17, -885.081, 511.969, 395.372
18, -885.086, 511.973, 395.373
19, -885.099, 511.981, 395.379
20, -885.104, 511.973, 395.392
21, -885.086, 511.965, 395.38
22, -885.074, 511.964, 395.368
23, -957.274, 512, 404.19
24, -957.257, 511.993, 404.18
25, -957.246, 511.993, 404.17
26, -957.238, 511.984, 404.17
27, -957.24, 511.993, 404.162
28, -957.235, 511.997, 404.155
29, -957.222, 511.993, 404.144
30, -957.231, 511.994, 404.153
31, -957.222, 511.99, 404.148
32, -957.22, 511.989, 404.147
33, -957.229, 511.996, 404.149
34, -957.227, 511.994, 404.148
35, -957.216, 511.99, 404.141
36, -957.203, 511.985, 404.134
37, -957.19, 511.978, 404.127
38, -957.182, 511.971, 404.126
39, -957.188, 511.977, 404.126
40, -957.184, 511.97, 404.129
41, -957.188, 511.974, 404.13
42, -958.465, 512, 403.93
43, -958.462, 512, 403.927
44, -958.456, 512, 403.921
45, -958.452, 512, 403.916
46, -958.441, 511.995, 403.91
47, -958.444, 511.996, 403.912
48, -958.446, 512, 403.91
49, -958.45, 512, 403.914
