iteration,fitness,x0,x1
0, -170.571, -303.518, 149.252
1, -685.203, -304.349, -466.284
2, -685.263, -304.46, -466.236
3, -695.634, 279.314, -477.452
4, -820.94, 368.428, 512
5, -820.868, 368.371, 511.978
6, -820.811, 368.351, 511.932
7, -820.823, 368.347, 511.952
8, -820.861, 368.366, 511.976
9, -828.265, 343.095, 512
10, -828.245, 343.071, 512
11, -843.899, -452.393, 373.653
12, -843.874, -452.382, 373.639
13, -843.889, -452.399, 373.637
14, -843.885, -452.407, 373.625
15, -846.727, 347.947, 512
16, -846.744, 347.965, 512
17, -846.731, 347.967, 511.984
18, -851.086, 347.982, 511.972
19, -861.962, 357.502, 512
20, -915.052, 512, 397.284
21, -915.034, 511.994, 397.272
22, -915.023, 511.996, 397.258
23, -915.036, 512, 397.268
24, -915.035, 512, 397.267
25, -915.021, 511.995, 397.257
26, -920.596, 512, 409.975
27, -920.592, 511.996, 409.974
28, -920.587, 511.993, 409.971
29, -920.578, 511.989, 409.966
30, -952.367, 512, 401.649
31, -958.524, 512, 403.99
32, -958.523, 512, 403.988
33, -958.513, 511.996, 403.982
34, -958.509, 511.998, 403.975
35, -958.501, 511.991, 403.975
36, -958.497, 511.989, 403.972
37, -958.485, 511.984, 403.967
38, -958.495, 511.988, 403.972
39, -958.49, 511.988, 403.967
40, -958.486, 511.987, 403.964
41, -958.487, 511.99, 403.962
42, -958.497, 511.994, 403.968
43, -958.5, 512, 403.965
44, -958.505, 512, 403.97
45, -958.494, 511.994, 403.965
46, -958.493, 511.999, 403.959
47, -958.5, 512, 403.965
48, -958.495, 512, 403.959
49, -958.49, 512, 403.955
