iteration,fitness,x0,x1
0, 350.997, -131.408, -367.659
1, -804.013, 492.35, 390.847
2, -799.524, 492.415, 390.729
3, -949.869, 485.939, 436.84
4, -949.98, 485.997, 436.897
5, -950.066, 486.039, 436.942
6, -950.035, 486.055, 436.894
7, -950.006, 486.028, 436.891
8, -949.977, 486.012, 436.877
9, -950, 486.036, 436.878
10, -950.001, 486.011, 436.903
11, -950.001, 485.999, 436.916
12, -949.988, 485.982, 436.92
13, -949.973, 485.964, 436.923
14, -949.995, 485.974, 436.934
15, -950.01, 485.986, 436.938
16, -950.004, 485.994, 436.923
17, -950.011, 486.01, 436.914
18, -958.154, 512, 403.615
19, -958.149, 512, 403.611
20, -958.151, 511.998, 403.614
21, -958.138, 511.989, 403.611
22, -958.122, 511.978, 403.606
23, -958.113, 511.978, 403.596
24, -958.127, 511.983, 403.606
25, -958.131, 511.976, 403.618
26, -958.143, 511.978, 403.626
27, -958.133, 511.967, 403.627
28, -958.124, 511.962, 403.625
29, -958.11, 511.955, 403.616
30, -958.117, 511.96, 403.618
31, -958.126, 511.966, 403.623
32, -958.138, 511.968, 403.631
33, -958.141, 511.963, 403.64
34, -958.139, 511.969, 403.633
35, -958.136, 511.972, 403.625
36, -958.124, 511.966, 403.619
37, -958.127, 511.964, 403.625
38, -958.119, 511.961, 403.62
39, -958.115, 511.957, 403.619
40, -958.116, 511.959, 403.618
41, -958.121, 511.965, 403.618
42, -958.125, 511.967, 403.62
43, -958.114, 511.962, 403.614
44, -958.119, 511.964, 403.618
45, -958.121, 511.968, 403.614
46, -958.114, 511.964, 403.611
47, -958.115, 511.969, 403.608
48, -958.117, 511.965, 403.613
49, -958.118, 511.971, 403.609
