iteration,fitness,x0,x1
0, -179.887, -313.415, -374.973
1, -870.51, 458.215, 413.964
2, -866.532, 458.129, 413.838
3, -866.531, 458.097, 413.872
4, -942.737, 512, 407.994
5, -931.863, 511.952, 408.025
6, -931.944, 511.997, 408.063
7, -931.966, 512, 408.084
8, -931.994, 511.991, 408.119
9, -931.979, 512, 408.096
10, -931.956, 511.993, 408.08
11, -931.976, 512, 408.094
12, -931.954, 512, 408.072
13, -931.959, 512, 408.076
14, -931.929, 511.979, 408.066
15, -931.943, 511.992, 408.067
16, -931.921, 511.976, 408.06
17, -931.915, 511.962, 408.067
18, -931.911, 511.973, 408.054
19, -937.889, 512, 399.604
20, -937.884, 511.987, 399.611
21, -937.893, 511.996, 399.612
22, -937.89, 511.999, 399.605
23, -937.894, 512, 399.608
24, -937.889, 511.994, 399.609
25, -937.884, 511.992, 399.606
26, -937.892, 512, 399.607
27, -937.891, 511.996, 399.61
28, -937.894, 512, 399.609
29, -937.895, 512, 399.61
30, -937.89, 511.992, 399.613
31, -937.893, 512, 399.607
32, -937.897, 512, 399.611
33, -937.895, 511.997, 399.613
34, -937.892, 511.992, 399.615
35, -937.891, 511.994, 399.611
36, -937.888, 511.999, 399.604
37, -937.883, 512, 399.597
38, -937.877, 511.998, 399.593
39, -937.88, 511.995, 399.6
40, -937.879, 511.997, 399.597
41, -937.88, 511.996, 399.598
42, -937.885, 512, 399.6
43, -937.885, 511.995, 399.604
44, -937.886, 511.997, 399.604
45, -937.886, 511.993, 399.608
46, -937.896, 511.999, 399.612
47, -937.896, 512, 399.611
48, -937.895, 511.994, 399.616
49, -937.894, 511.989, 399.62
