iteration,fitness,x0,x1
0, -377.845, 398.366, -56.2063
1, -834.6, 463.888, 473.996
2, -834.493, 463.769, 474.004
3, -942.329, 512, 407.585
4, -942.538, 512, 407.795
5, -942.531, 512, 407.788
6, -942.456, 511.96, 407.751
7, -942.456, 511.935, 407.774
8, -942.47, 511.963, 407.762
9, -942.456, 511.948, 407.762
10, -942.433, 511.953, 407.734
11, -942.399, 511.934, 407.719
12, -942.382, 511.914, 407.721
13, -942.395, 511.937, 407.711
14, -942.406, 511.928, 407.731
15, -942.421, 511.943, 407.732
16, -942.418, 511.945, 407.727
17, -957.716, 512, 404.635
18, -957.724, 512, 404.643
19, -957.72, 511.991, 404.648
20, -957.714, 511.992, 404.641
21, -957.729, 512, 404.648
22, -957.734, 512, 404.653
23, -957.738, 511.992, 404.665
24, -957.733, 511.988, 404.664
25, -957.739, 511.996, 404.662
26, -957.748, 512, 404.667
27, -957.732, 511.994, 404.657
28, -957.727, 511.986, 404.66
29, -957.733, 512, 403.191
30, -957.737, 511.99, 404.666
31, -958.34, 512, 403.803
32, -958.345, 511.997, 403.812
33, -958.345, 512, 403.809
34, -958.342, 512, 403.805
35, -958.345, 512, 403.808
36, -958.35, 512, 403.814
37, -958.344, 512, 403.808
38, -958.339, 512, 403.802
39, -958.338, 512, 403.801
40, -958.345, 512, 403.808
41, -958.347, 512, 403.811
42, -958.348, 512, 403.812
43, -958.344, 512, 403.807
44, -958.335, 511.997, 403.802
45, -958.335, 511.995, 403.803
46, -958.327, 511.989, 403.801
47, -958.324, 511.987, 403.8
48, -958.325, 511.984, 403.804
49, -958.331, 511.988, 403.806
