iteration,fitness,x0,x1
0, 499.841, -295.972, 426.513
1, -692.811, -440.471, -359.185
2, -693.018, -440.583, -359.299
3, -814.237, -321.164, 512
4, -814.185, -321.11, 512
5, -814.179, -321.105, 512
6, -919.834, 512, 409.212
7, -919.868, 512, 409.246
8, -919.842, 511.992, 409.227
9, -919.826, 512, 409.204
10, -948.87, 479.599, 428.801
11, -948.87, 479.593, 428.806
12, -948.887, 479.6, 428.816
13, -948.916, 479.619, 428.827
14, -948.884, 479.605, 428.808
15, -948.897, 479.614, 428.812
16, -948.917, 479.625, 428.822
17, -948.914, 479.623, 428.821
18, -948.907, 479.611, 428.826
19, -948.907, 479.614, 428.822
20, -951.831, 512, 401.106
21, -951.821, 511.997, 401.099
22, -951.815, 512, 401.089
23, -957.822, 512, 403.281
24, -957.822, 511.995, 403.285
25, -957.821, 511.986, 403.294
26, -957.833, 511.987, 403.306
27, -957.843, 511.998, 403.304
28, -957.852, 512, 403.311
29, -957.852, 512, 403.311
30, -957.849, 512, 403.308
31, -957.85, 511.995, 403.314
32, -957.846, 512, 403.305
33, -957.852, 511.999, 403.313
34, -957.855, 511.998, 403.316
35, -957.854, 511.996, 403.317
36, -957.844, 511.99, 403.313
37, -957.837, 511.985, 403.311
38, -957.832, 511.978, 403.312
39, -957.836, 511.984, 403.311
40, -957.831, 511.98, 403.31
41, -957.826, 511.979, 403.306
42, -957.831, 511.983, 403.307
43, -957.832, 511.985, 403.307
44, -957.84, 511.991, 403.308
45, -957.838, 511.988, 403.309
46, -957.836, 511.984, 403.311
47, -957.836, 511.99, 403.305
48, -957.83, 511.988, 403.3
49, -957.833, 511.99, 403.302
