iteration,fitness,x0,x1
0, 138.796, 28.2679, 207.28
1, -838.342, 345.662, 512
2, -838.335, 345.757, 511.903
3, -838.323, 345.8, 511.85
4, -838.381, 345.818, 511.894
5, -852.981, 349.609, 512
6, -852.944, 349.608, 511.961
7, -852.944, 349.636, 511.933
8, -852.94, 349.652, 511.913
9, -854.576, 482.248, 430.185
10, -854.552, 482.248, 430.161
11, -854.548, 482.265, 430.144
12, -889.144, -458.916, 383.77
13, -889.105, -458.899, 383.749
14, -889.112, -458.903, 383.752
15, -889.128, -458.916, 383.755
16, -889.136, -458.914, 383.765
17, -889.137, -458.912, 383.767
18, -889.141, -458.926, 383.758
19, -889.156, -458.938, 383.761
20, -889.154, -458.926, 383.771
21, -889.145, -458.927, 383.761
22, -889.147, -458.918, 383.772
23, -889.156, -458.919, 383.78
24, -889.146, -458.907, 383.782
25, -889.141, -458.896, 383.788
26, -889.133, -458.896, 383.78
27, -889.141, -458.905, 383.779
28, -889.141, -458.897, 383.786
29, -889.142, -458.903, 383.782
30, -889.142, -458.911, 383.774
31, -889.141, -458.908, 383.776
32, -889.133, -458.903, 383.773
33, -889.144, -458.911, 383.775
34, -889.142, -458.91, 383.775
35, -889.143, -458.908, 383.778
36, -889.138, -458.909, 383.772
37, -889.14, -458.905, 383.778
38, -958.129, 512, 403.59
39, -958.12, 511.995, 403.586
40, -958.114, 511.995, 403.58
41, -958.114, 512, 403.575
42, -958.11, 512, 403.572
43, -958.114, 512, 403.576
44, -958.103, 511.994, 403.571
45, -958.111, 511.996, 403.577
46, -958.117, 512, 403.579
47, -958.12, 512, 403.581
48, -958.119, 512, 403.58
49, -958.119, 512, 403.58
