iteration,fitness,x0,x1
0, -146.167, -123.67, 88.9991
1, -816.144, 437.344, 441.382
2, -814.784, 437.214, 441.251
3, -793.893, 437.261, 441.24
4, -799.989, 512, 462.503
5, -814.905, 437.282, 441.321
6, -900.722, 512, 396.062
7, -937.992, 512, 399.709
8, -937.96, 511.975, 399.701
9, -937.988, 511.993, 399.713
10, -937.991, 511.967, 399.74
11, -937.999, 511.989, 399.727
12, -937.989, 511.966, 399.74
13, -937.956, 511.949, 399.723
14, -937.953, 511.94, 399.729
15, -937.973, 511.956, 399.734
16, -937.952, 511.952, 399.716
17, -937.958, 511.957, 399.717
18, -937.95, 511.947, 399.719
19, -937.95, 511.951, 399.714
20, -937.926, 511.941, 399.7
21, -937.926, 511.939, 399.703
22, -937.938, 511.949, 399.705
23, -944.792, 489.024, 439.022
24, -944.78, 489.023, 439.011
25, -944.764, 489.018, 439
26, -944.777, 489.024, 439.006
27, -944.79, 489.029, 439.016
28, -945.153, 489.02, 439.025
29, -945.166, 489.026, 439.033
30, -944.811, 489.036, 439.03
31, -944.807, 489.032, 439.03
32, -944.797, 489.028, 439.024
33, -944.801, 489.035, 439.02
34, -944.799, 489.036, 439.017
35, -944.79, 489.03, 439.015
36, -944.791, 489.031, 439.014
37, -944.799, 489.033, 439.021
38, -944.807, 489.033, 439.028
39, -944.811, 489.035, 439.031
40, -945.173, 489.033, 439.034
41, -945.17, 489.026, 439.037
42, -945.174, 489.026, 439.043
43, -945.172, 489.021, 439.045
44, -945.177, 489.025, 439.046
45, -945.18, 489.028, 439.045
46, -945.183, 489.029, 439.048
47, -945.172, 489.024, 439.042
48, -945.17, 489.021, 439.043
49, -945.162, 489.017, 439.038
