iteration,fitness,x0,x1
0, 148.166, 164.784, 484.012
1, -719.065, 328.692, 512
2, -719.026, 328.654, 511.981
3, -719.053, 328.669, 512
4, -719.074, 328.71, 512
5, -777.932, 492.606, 393.083
6, -777.952, 492.633, 393.081
7, -777.949, 492.609, 393.1
8, -777.937, 492.58, 393.112
9, -794.887, -494.597, 395.258
10, -794.849, -494.572, 395.238
11, -794.862, -494.572, 395.251
12, -798.229, -328.527, 512
13, -798.21, -328.525, 511.98
14, -798.198, -328.506, 511.989
15, -900.855, 512, 396.2
16, -950.799, 484.656, 435.04
17, -950.813, 484.66, 435.05
18, -950.813, 484.651, 435.059
19, -950.825, 484.652, 435.07
20, -950.847, 484.661, 435.083
21, -950.825, 484.651, 435.071
22, -950.833, 484.656, 435.075
23, -950.846, 484.658, 435.085
24, -950.834, 484.65, 435.082
25, -950.822, 484.643, 435.076
26, -950.827, 484.654, 435.071
27, -950.84, 484.664, 435.074
28, -950.854, 484.668, 435.084
29, -950.839, 484.66, 435.077
30, -950.847, 484.66, 435.085
31, -950.862, 484.669, 435.09
32, -950.853, 484.666, 435.085
33, -950.85, 484.657, 435.091
34, -950.855, 484.662, 435.091
35, -950.852, 484.659, 435.09
36, -950.848, 484.655, 435.091
37, -950.849, 484.657, 435.089
38, -952.495, 512, 401.779
39, -952.492, 512, 401.776
40, -952.489, 511.998, 401.775
41, -952.496, 511.999, 401.781
42, -955.963, 512, 402.225
43, -955.961, 512, 402.223
44, -955.958, 511.998, 402.222
45, -955.965, 511.999, 402.227
46, -955.967, 512, 402.229
47, -955.96, 511.997, 402.225
48, -955.952, 511.995, 402.219
49, -955.953, 511.993, 402.222
