iteration,fitness,x0,x1
0, -501.521, -489.62, 30.6552
1, -708.04, 471.273, -304.015
2, -708.147, 471.273, -304.123
3, -814.81, -321.746, 512
4, -814.791, -321.727, 512
5, -873.188, -470.439, 395.184
6, -873.226, -470.448, 395.214
7, -873.174, -470.418, 395.19
8, -873.131, -470.382, 395.18
9, -873.114, -470.394, 395.151
10, -873.121, -470.386, 395.166
11, -873.155, -470.407, 395.181
12, -873.171, -470.405, 395.2
13, -869.633, -470.409, 395.21
14, -881.178, -455.543, 386.163
15, -881.151, -455.524, 386.154
16, -881.157, -455.521, 386.163
17, -881.131, -455.505, 386.152
18, -881.144, -455.509, 386.162
19, -881.124, -455.497, 386.154
20, -881.106, -455.483, 386.149
21, -919.714, 512, 409.092
22, -927.755, 434.34, 451.36
23, -927.765, 434.338, 451.371
24, -927.769, 434.337, 451.376
25, -927.782, 434.348, 451.378
26, -927.784, 434.349, 451.379
27, -927.784, 434.35, 451.378
28, -927.791, 434.348, 451.387
29, -927.782, 434.339, 451.387
30, -927.779, 434.341, 451.382
31, -927.777, 434.336, 451.385
32, -927.776, 434.336, 451.384
33, -927.779, 434.344, 451.379
34, -927.785, 434.344, 451.385
35, -927.792, 434.353, 451.384
36, -927.793, 434.346, 451.392
37, -927.798, 434.344, 451.399
38, -927.803, 434.343, 451.404
39, -927.804, 434.342, 451.406
40, -927.809, 434.348, 451.405
41, -927.813, 434.355, 451.402
42, -927.817, 434.356, 451.405
43, -927.819, 434.362, 451.401
44, -952.625, 512, 401.911
45, -952.616, 511.996, 401.906
46, -952.617, 511.995, 401.908
47, -952.618, 512, 401.905
48, -952.611, 511.995, 401.902
49, -955.294, 512, 405.976
