iteration,fitness,x0,x1
0, 605.152, -316.537, 391.376
1, -583.75, -422.76, -447.155
2, -772.869, 374.178, 512
3, -772.846, 374.18, 511.97
4, -772.906, 374.231, 511.991
5, -793.782, -331.225, 512
6, -793.822, -331.265, 512
7, -793.787, -331.263, 511.96
8, -793.795, -331.271, 511.959
9, -796.979, 512, 415.557
10, -796.977, 511.974, 415.572
11, -796.986, 511.963, 415.589
12, -796.983, 511.959, 415.588
13, -796.988, 511.936, 415.609
14, -796.985, 511.915, 415.619
15, -796.995, 511.927, 415.622
16, -797.01, 511.935, 415.632
17, -847.181, -474.522, 398.669
18, -847.196, -474.531, 398.677
19, -847.201, -474.527, 398.686
20, -851.04, 340.751, 486.164
21, -851.044, 340.743, 486.176
22, -851.041, 340.752, 486.164
23, -873.749, 337.74, 496.934
24, -873.748, 337.73, 496.943
25, -873.759, 337.74, 496.945
26, -915.448, 512, 397.692
27, -915.438, 512, 397.682
28, -915.435, 511.998, 397.682
29, -915.424, 511.992, 397.676
30, -915.424, 511.986, 397.682
31, -915.422, 511.985, 397.681
32, -915.418, 511.989, 397.673
33, -915.425, 511.99, 397.678
34, -915.427, 511.995, 397.676
35, -915.428, 511.995, 397.677
36, -922.837, 505.53, 400.184
37, -922.835, 505.528, 400.184
38, -922.827, 505.524, 400.179
39, -932.771, 512, 408.888
40, -932.764, 511.994, 408.887
41, -957.715, 512, 403.173
42, -957.714, 512, 403.171
43, -957.705, 511.993, 403.17
44, -957.714, 511.997, 403.175
45, -957.711, 511.997, 403.171
46, -957.71, 511.992, 403.176
47, -957.717, 511.995, 403.18
48, -957.722, 512, 403.18
49, -957.727, 512, 403.185
