iteration,fitness,x0,x1
0, 155.954, -113.805, -162.436
1, -863.467, -472.615, 379.255
2, -863.27, -472.535, 379.127
3, -949.545, 512, 406.328
4, -949.537, 511.997, 406.322
5, -949.535, 512, 406.318
6, -949.501, 511.99, 406.293
7, -949.478, 511.949, 406.31
8, -949.532, 511.98, 406.335
9, -949.536, 511.963, 406.356
10, -949.527, 511.944, 406.365
11, -949.54, 511.96, 406.362
12, -949.557, 511.97, 406.37
13, -957.621, 512, 404.54
14, -957.612, 511.985, 404.545
15, -957.61, 511.967, 404.562
16, -957.636, 511.977, 404.577
17, -957.635, 511.964, 404.589
18, -957.649, 511.972, 404.595
19, -957.639, 511.969, 404.589
20, -957.661, 511.98, 404.6
21, -957.67, 511.987, 404.602
22, -957.664, 511.978, 404.604
23, -957.668, 511.986, 404.6
24, -957.67, 511.989, 404.599
25, -957.664, 511.984, 404.599
26, -957.656, 511.98, 404.594
27, -957.648, 511.97, 404.596
28, -957.64, 511.968, 404.591
29, -957.644, 511.973, 404.589
30, -957.636, 511.973, 404.581
31, -957.633, 511.97, 404.582
32, -957.615, 511.961, 404.573
33, -957.619, 511.96, 404.578
34, -957.618, 511.967, 404.569
35, -957.608, 511.959, 404.567
36, -957.611, 511.958, 404.571
37, -957.62, 511.961, 404.577
38, -957.614, 511.959, 404.574
39, -957.618, 511.957, 404.579
40, -957.615, 511.953, 404.58
41, -957.61, 511.953, 404.576
42, -957.608, 511.953, 404.573
43, -957.617, 511.957, 404.578
44, -957.617, 511.956, 404.579
45, -957.616, 511.956, 404.578
46, -957.615, 511.959, 404.574
47, -957.622, 511.962, 404.578
48, -957.629, 511.965, 404.583
49, -958.104, 512, 403.566
