iteration,fitness,x0,x1
0, -295.262, -473.6, -208.224
1, -944.416, 484.478, 440.49
2, -944.421, 484.35, 440.627
3, -944.416, 484.347, 440.625
4, -944.415, 484.385, 440.585
5, -944.324, 484.33, 440.546
6, -944.291, 484.33, 440.512
7, -944.267, 484.345, 440.471
8, -944.209, 484.308, 440.449
9, -949.308, 512, 406.09
10, -949.326, 512, 406.109
11, -949.308, 512, 406.09
12, -949.32, 512, 406.102
13, -949.295, 511.987, 406.09
14, -949.311, 512, 406.093
15, -949.314, 512, 406.096
16, -949.289, 511.993, 406.078
17, -949.299, 511.993, 406.088
18, -949.286, 511.993, 406.075
19, -949.298, 511.999, 406.081
20, -949.288, 511.985, 406.086
21, -949.302, 511.993, 406.091
22, -949.296, 511.984, 406.094
23, -949.292, 511.992, 406.083
24, -949.291, 511.994, 406.079
25, -949.295, 511.993, 406.084
26, -949.289, 511.994, 406.077
27, -949.291, 511.987, 406.086
28, -949.294, 511.993, 406.083
29, -949.285, 511.994, 406.073
30, -949.291, 511.999, 406.074
31, -949.292, 512, 406.075
32, -949.298, 512, 406.08
33, -949.296, 511.993, 406.086
34, -949.3, 512, 406.083
35, -949.306, 512, 406.089
36, -949.299, 512, 406.081
37, -949.303, 511.999, 406.086
38, -952.378, 512, 401.661
39, -952.371, 511.993, 401.66
40, -952.378, 511.994, 401.667
41, -952.375, 511.995, 401.662
42, -952.371, 511.998, 401.656
43, -952.376, 511.997, 401.662
44, -952.378, 511.993, 401.668
45, -952.378, 511.999, 401.662
46, -952.383, 511.998, 401.667
47, -952.383, 511.999, 401.667
48, -952.381, 511.994, 401.669
49, -952.381, 511.996, 401.668
