iteration,fitness,x0,x1
0, -140.172, -185.063, -464.105
1, -793.153, -330.71, 512
2, -793.108, -330.665, 512
3, -815.953, -307.613, 512
4, -816.006, -307.685, 511.987
5, -816.023, -307.712, 511.979
6, -816.023, -307.733, 511.957
7, -885.431, 512, 395.707
8, -885.461, 512, 395.738
9, -885.455, 511.971, 395.76
10, -885.457, 511.98, 395.753
11, -885.438, 511.96, 395.752
12, -885.442, 511.944, 395.771
13, -885.468, 511.956, 395.788
14, -885.487, 511.961, 395.802
15, -893.215, -462.84, 383.909
16, -893.236, -462.848, 383.921
17, -893.244, -462.849, 383.928
18, -893.229, -462.849, 383.914
19, -893.246, -462.86, 383.919
20, -893.238, -462.86, 383.911
21, -893.245, -462.858, 383.92
22, -893.246, -462.866, 383.913
23, -893.256, -462.87, 383.918
24, -893.26, -462.87, 383.924
25, -893.26, -462.87, 383.923
26, -952.158, 512, 401.438
27, -952.165, 512, 401.444
28, -952.156, 512, 401.436
29, -957.809, 512, 404.728
30, -957.814, 512, 404.734
31, -957.806, 512, 404.726
32, -957.8, 512, 404.72
33, -957.799, 512, 404.719
34, -957.797, 512, 404.717
35, -957.79, 511.997, 404.713
36, -957.787, 512, 404.706
37, -957.777, 511.998, 404.698
38, -957.777, 512, 404.696
39, -957.779, 512, 404.698
40, -957.774, 511.998, 404.695
41, -957.771, 512, 404.69
42, -957.764, 511.998, 404.685
43, -957.76, 512, 404.68
44, -957.756, 511.999, 404.675
45, -957.757, 511.997, 404.679
46, -957.755, 511.993, 404.681
47, -957.756, 511.999, 404.677
48, -957.763, 512, 404.682
49, -957.764, 512, 404.683
