iteration,fitness,x0,x1
0, 172.359, 365.36, 65.3893
1, -691.372, -271.219, 512
2, -794.651, -296.469, 512
3, -942.586, 512, 407.843
4, -942.624, 512, 407.88
5, -942.573, 511.999, 407.83
6, -942.589, 512, 407.845
7, -942.57, 511.957, 407.868
8, -942.573, 511.943, 407.884
9, -956.283, 512, 402.549
10, -956.289, 511.994, 402.561
11, -956.273, 512, 402.538
12, -956.258, 511.981, 402.543
13, -956.244, 511.969, 402.54
14, -956.229, 511.958, 402.536
15, -956.228, 511.951, 402.542
16, -956.234, 511.961, 402.539
17, -956.226, 511.951, 402.54
18, -956.233, 511.963, 402.535
19, -956.243, 511.959, 402.55
20, -956.246, 511.965, 402.547
21, -956.263, 511.971, 402.557
22, -956.257, 511.967, 402.556
23, -956.254, 511.971, 402.548
24, -956.254, 511.973, 402.546
25, -956.261, 511.983, 402.543
26, -956.271, 511.995, 402.541
27, -956.257, 511.989, 402.533
28, -956.252, 511.987, 402.531
29, -956.24, 511.984, 402.521
30, -956.24, 511.987, 402.518
31, -956.235, 511.982, 402.518
32, -956.232, 511.975, 402.522
33, -956.229, 511.973, 402.521
34, -956.217, 511.965, 402.516
35, -956.223, 511.974, 402.514
36, -956.221, 511.978, 402.508
37, -956.221, 511.973, 402.514
38, -956.231, 511.978, 402.518
39, -956.221, 511.974, 402.512
40, -956.212, 511.97, 402.508
41, -956.223, 511.976, 402.511
42, -957.328, 512, 404.245
43, -957.32, 511.998, 404.238
44, -957.32, 512, 404.236
45, -957.316, 511.996, 404.237
46, -957.314, 511.991, 404.239
47, -957.312, 511.99, 404.238
48, -957.303, 511.985, 404.235
49, -957.308, 511.99, 404.234
