iteration,fitness,x0,x1
0, -205.397, -64.0506, 456.594
1, -762.971, 325.899, 504.044
2, -762.971, 325.899, 504.044
3, -860.456, 356.722, 512
4, -860.457, 356.724, 512
5, -860.502, 356.78, 511.987
6, -860.465, 356.731, 512
7, -860.472, 356.738, 512
8, -860.503, 356.77, 512
9, -860.479, 356.745, 512
10, -860.464, 356.73, 512
11, -860.443, 356.728, 511.98
12, -860.427, 356.71, 511.981
13, -860.461, 356.728, 511.999
14, -860.458, 356.727, 511.996
15, -860.454, 356.725, 511.995
16, -860.458, 356.724, 512
17, -949.95, 512, 406.734
18, -958.393, 512, 403.856
19, -958.387, 512, 403.85
20, -958.378, 512, 403.842
21, -958.374, 512, 403.838
22, -958.371, 511.995, 403.84
23, -958.368, 511.993, 403.839
24, -958.353, 511.99, 403.827
25, -958.357, 511.994, 403.827
26, -958.353, 511.985, 403.831
27, -958.353, 511.982, 403.835
28, -958.34, 511.978, 403.826
29, -958.343, 511.974, 403.832
30, -958.347, 511.974, 403.836
31, -958.353, 511.983, 403.834
32, -958.35, 511.989, 403.825
33, -958.346, 511.986, 403.824
34, -958.336, 511.981, 403.818
35, -958.326, 511.973, 403.817
36, -958.316, 511.967, 403.813
37, -958.304, 511.961, 403.807
38, -958.304, 511.956, 403.811
39, -958.306, 511.963, 403.806
40, -958.295, 511.956, 403.803
41, -958.298, 511.953, 403.808
42, -958.3, 511.959, 403.804
43, -958.298, 511.959, 403.803
44, -958.299, 511.958, 403.804
45, -958.295, 511.957, 403.801
46, -958.295, 511.957, 403.802
47, -958.299, 511.957, 403.805
48, -958.294, 511.957, 403.8
49, -958.292, 511.955, 403.801
