iteration,fitness,x0,x1
0, -71.7043, 35.1385, -324.298
1, -898.839, 436.812, 458.654
2, -898.828, 436.877, 458.582
3, -898.815, 436.873, 458.573
4, -900.583, 436.809, 458.584
5, -900.548, 436.773, 458.582
6, -900.563, 436.796, 458.577
7, -937.348, 512, 399.051
8, -937.327, 512, 399.029
9, -937.285, 511.969, 399.017
10, -937.281, 511.946, 399.036
11, -935.448, 511.954, 399.013
12, -935.441, 511.943, 399.018
13, -935.432, 511.934, 399.017
14, -935.418, 511.921, 399.016
15, -935.435, 511.924, 399.03
16, -937.272, 511.925, 399.048
17, -937.261, 511.909, 399.053
18, -937.252, 511.899, 399.054
19, -937.267, 511.914, 399.053
20, -937.277, 511.923, 399.054
21, -937.288, 511.929, 399.06
22, -937.287, 511.931, 399.057
23, -937.301, 511.938, 399.064
24, -946.11, 512, 400.561
25, -946.102, 512, 400.553
26, -946.106, 512, 400.557
27, -946.098, 512, 400.549
28, -946.092, 512, 400.543
29, -946.097, 511.998, 400.55
30, -946.106, 512, 400.557
31, -946.104, 511.991, 400.565
32, -946.105, 511.99, 400.566
33, -946.113, 511.994, 400.57
34, -946.1, 511.987, 400.565
35, -952.287, 512, 401.568
36, -952.279, 511.994, 401.566
37, -952.285, 512, 401.567
38, -952.286, 512, 401.567
39, -952.284, 512, 401.566
40, -952.277, 512, 401.559
41, -952.281, 512, 401.562
42, -952.279, 512, 401.56
43, -952.279, 512, 401.56
44, -952.277, 512, 401.558
45, -952.279, 512, 401.56
46, -952.274, 511.996, 401.559
47, -952.272, 511.997, 401.557
48, -952.265, 511.992, 401.555
49, -952.271, 511.992, 401.56
