iteration,fitness,x0,x1
0, -291.313, -308.243, -44.9153
1, -845.22, -447.314, 388.165
2, -845.331, -447.287, 388.314
3, -941.867, 512, 407.123
4, -941.818, 512, 407.074
5, -941.757, 511.949, 407.061
6, -941.758, 511.994, 407.019
7, -941.771, 512, 407.026
8, -941.783, 512, 407.038
9, -941.766, 511.969, 407.051
10, -941.781, 511.957, 407.077
11, -941.784, 511.957, 407.081
12, -941.783, 511.933, 407.102
13, -941.801, 511.938, 407.116
14, -941.787, 511.927, 407.112
15, -941.788, 511.943, 407.097
16, -941.784, 511.936, 407.101
17, -941.779, 511.939, 407.093
18, -941.766, 511.939, 407.08
19, -941.754, 511.938, 407.068
20, -941.758, 511.942, 407.069
21, -941.738, 511.934, 407.057
22, -951.997, 512, 401.274
23, -951.99, 511.995, 401.272
24, -951.981, 511.996, 401.262
25, -951.971, 511.992, 401.256
26, -951.976, 511.994, 401.258
27, -951.965, 511.993, 401.249
28, -951.981, 511.999, 401.259
29, -951.981, 511.996, 401.262
30, -951.992, 512, 401.269
31, -951.989, 511.995, 401.271
32, -951.996, 512, 401.273
33, -951.988, 512, 401.265
34, -951.985, 511.999, 401.263
35, -951.988, 512, 401.265
36, -951.994, 512, 401.271
37, -951.996, 512, 401.273
38, -954.714, 512, 405.394
39, -954.716, 512, 405.396
40, -954.709, 512, 405.389
41, -954.706, 511.999, 405.387
42, -954.709, 512, 405.389
43, -954.714, 512, 405.394
44, -954.716, 512, 405.395
45, -954.71, 511.995, 405.395
46, -954.705, 511.992, 405.392
47, -954.71, 511.995, 405.394
48, -954.712, 511.996, 405.395
49, -954.715, 511.998, 405.397
