iteration,agent_id,fitness,x0,x1
0, 0, 351.731, -385.017, -487.178
0, 1, -208.21, -339.295, -55.7128
0, 2, -328.785, -500.475, -32.2997
0, 3, 789.67, 434.724, -475.335
0, 4, 70.7927, -139.4, 24.2482
0, 5, 48.1444, -3.81045, -99.4084
0, 6, -28.252, -38.721, -52.7926
0, 7, 111.556, 340.17, 180.423
0, 8, -303.566, 268.883, -441.118
0, 9, -57.7981, -229.822, -306.344
0, 10, -393.482, 449, -373.662
0, 11, -57.7524, 145.663, -150.97
0, 12, 707.079, 441.348, 266.909
0, 13, -377.453, -127.526, -496.466
0, 14, 442.531, 78.5069, -485.085
0, 15, 119.054, -394.611, -377.024
0, 16, 188.654, 216.378, -403.229
0, 17, 239.93, 378.242, -456.05
0, 18, 22.1528, 63.9737, 65.9661
0, 19, -273.825, 327.51, -133.135
0, 20, 194.536, -157.281, 3.37072
0, 21, 72.6965, -89.7831, -358.145
0, 22, 246.369, 39.2123, 259.098
0, 23, -260.015, -253.155, -477.363
0, 24, -424.331, 463.05, -14.6397
0, 25, -59.3634, -2.42491, 15.1245
0, 26, 87.4576, 325.898, 117.935
0, 27, -564.171, -198.881, -511.785
0, 28, -394.11, 82.8915, -402.772
0, 29, -545.628, 454.183, 400.077
0, 30, -119.721, 154.122, -113.248
0, 31, -240.666, -442.29, 23.6186
0, 32, -552.267, -297.748, -444.85
0, 33, -51.4371, 164.282, 498.514
0, 34, -93.4446, 382.725, 444.224
0, 35, -66.7405, 225.943, 100.132
0, 36, 277.541, -297.136, 60.7188
0, 37, 641.166, 170.827, 427.922
0, 38, -183.311, 215.839, -241.887
0, 39, -80.0936, -12.5561, -148.418
0, 40, -156.783, -72.6072, -334.098
0, 41, -60.1271, 147.64, 24.3966
0, 42, -530.939, -260.011, 279.306
0, 43, 492.159, -304.423, -298.356
0, 44, -12.0379, -498.493, -370.65
0, 45, -49.9121, 497.382, 357.018
0, 46, 182.317, 158.36, 201.712
0, 47, 226.332, 109.389, 218.91
0, 48, 6.64888, 20.6389, 38.5288
0, 49, 511.946, 194.937, 405.753
0, 50, 24.1106, 170.802, 194.81
0, 51, 331.81, -261.049, -350.14
0, 52, -701.565, -291.68, -458.049
0, 53, 142.028, -25.8415, -263.503
0, 54, 340.162, 120.386, 185.909
0, 55, -51.2603, 54.0524, -62.225
0, 56, 144.055, 469.69, -72.7718
0, 57, 107.254, -98.695, 114.108
0, 58, 369.918, -364.349, -7.12089
0, 59, -419.326, 477.679, 10.2183
0, 60, -7.25699, -111.967, 155.235
0, 61, 156.337, 373.694, 205.207
0, 62, -585.344, 406.774, 152.787
0, 63, -112.753, -201.077, 117.124
0, 64, -167.205, 28.1672, 409.693
0, 65, 522.944, 496.371, -93.1803
0, 66, 101.158, 78.6349, 166.504
0, 67, 227.737, 144.135, 480.781
0, 68, 5.77699, 30.2002, 100.096
0, 69, 217.178, 200.907, 142.508
0, 70, -268.44, -247.157, -182.331
0, 71, -221.575, -111.782, 208.547
0, 72, 204.197, -224.178, -72.6867
0, 73, 148.197, 190.405, -391.806
0, 74, 153.761, -444.227, 317.498
0, 75, -242.561, 275.885, 5.82231
0, 76, -73.864, -153.333, -334.125
0, 77, 195.679, 0.950022, -244.644
0, 78, -432.713, -511.375, -258.448
0, 79, 57.0855, 193.921, -172.371
0, 80, -3.89817, -101.781, 87.174
0, 81, -419.236, 418.572, -38.7565
0, 82, -144.348, 34.8406, 409.571
0, 83, 166.334, 470.126, 83.1866
0, 84, 478.554, -3.66976, 489.208
0, 85, -182.272, -331.441, 151.792
0, 86, 90.1789, -283.7, -368.484
0, 87, 128.022, 101.532, 21.7653
0, 88, -34.6371, 44.3931, 7.73917
0, 89, -608.627, 317.739, -492.568
0, 90, 203.83, -331.587, 268.216
0, 91, -290.624, 265.534, -439.895
0, 92, 329.014, -417.726, -75.5178
0, 93, -475.602, -348.109, 176.279
0, 94, -8.9193, 203.643, 493.29
0, 95, 16.7743, 183.421, 188.856
0, 96, -387.519, 468.517, 213.765
0, 97, -117.899, -204.735, 436.439
0, 98, 10.7161, 403.18, -301.572
0, 99, 132.956, -475.763, -279.051
1, 0, 351.746, -385.034, -487.091
1, 1, -208.215, -339.34, -55.7481
1, 2, -328.878, -500.49, -32.0752
1, 3, 786.146, 434.889, -475.043
1, 4, 70.8359, -139.216, 23.9915
1, 5, 48.1088, -3.58778, -99.5208
1, 6, -28.1344, -38.4767, -52.6788
1, 7, 111.486, 340.292, 180.629
1, 8, -303.648, 269.089, -441.019
1, 9, -58.0287, -230.087, -306.293
1, 10, -393.476, 448.896, -373.722
1, 11, -57.7446, 145.66, -150.958
1, 12, 706.86, 441.253, 266.766
1, 13, -377.494, -127.679, -496.333
1, 14, 447.694, 78.6481, -485.328
1, 15, 119.139, -394.84, -377.195
1, 16, 188.462, 216.185, -403.515
1, 17, 231.342, 378.242, -456.146
1, 18, 18.6014, 63.8769, 65.8788
1, 19, -273.533, 327.324, -133.312
1, 20, -110.277, -195.242, -130.417
1, 21, 258.875, -82.2681, -405.564
1, 22, 285.876, -172.163, 183.884
1, 23, 104.063, -20.2818, -214.608
1, 24, 481.432, 512, -71.4524
1, 25, 18.9591, 67.417, 7.82452
1, 26, 312.928, 512, -48.4172
1, 27, -579.734, -151.692, -512
1, 28, 245.943, 98.7052, -305.177
1, 29, 137.98, -248.476, -68.3487
1, 30, 401.236, 461.142, -116.714
1, 31, -7.21951, -83.2972, -134.344
1, 32, 1.71783, -47.943, -512
1, 33, -556.338, 311.805, 512
1, 34, -493.458, 512, 45.5975
1, 35, -101.509, 56.0163, 146.083
1, 36, -524.198, -512, -13.5702
1, 37, -130.515, -123.42, 190.063
1, 38, -55.502, 8.82, -200.602
1, 39, 188.077, 54.4913, -451.691
1, 40, 415.921, -26.9702, -465.371
1, 41, -253.711, 232.079, 512
1, 42, -816.015, -312.009, 512
1, 43, -6.06775, 6.75362, -89.7132
1, 44, -78.0908, -512, -321.978
1, 45, -115.54, 413.755, 512
1, 46, 92.626, 214.894, 29.5581
1, 47, 142.43, 59.2802, -312.127
1, 48, 98.3443, -93.5203, 30.3681
1, 49, 464.312, 133.047, 449.315
1, 50, 462.569, 186.342, 459.439
1, 51, -146.491, -347.183, -137.497
1, 52, -425.448, -301.961, 171.117
1, 53, -84.1542, 26.8487, -321.18
1, 54, -553.259, 438.344, 173.397
1, 55, -233.667, 23.4345, -386.985
1, 56, -161.973, -165.69, -76.9608
1, 57, -207.555, -288.692, 188.29
1, 58, 197.82, -216.223, -52.3316
1, 59, -153.455, 403.573, -118.343
1, 60, 288.62, -18.5388, 257.497
1, 61, -424.057, 433.365, 204.394
1, 62, -209.629, 512, 263.036
1, 63, -381.797, -247.163, 248.482
1, 64, 137.723, -34.8455, 85.2126
1, 65, 227.716, 361.79, -11.9454
1, 66, -61.826, 32.4598, -81.9139
1, 67, -291.126, 210.082, 512
1, 68, 56.6542, 34.2011, -112.716
1, 69, -159.728, 163.281, 261.623
1, 70, -81.468, -300.052, -184.496
1, 71, -166.395, -196.497, 102.288
1, 72, -212.86, -311.62, -32.2776
1, 73, 352.182, 33.1384, -512
1, 74, 398.557, -368.682, -1.84975
1, 75, 304.037, 512, -47.7454
1, 76, 384.301, -371.65, -7.99176
1, 77, 114.449, 196.34, -399.689
1, 78, 287.266, -512, -191.811
1, 79, -97.5932, 316.365, -333.118
1, 80, 250.578, 501.832, 297.484
1, 81, -209.183, -283.444, -499.045
1, 82, -173.724, 346.441, -464.333
1, 83, -61.7682, -266.973, 147.663
1, 84, 96.1097, -9.62765, 303.002
1, 85, 264.596, -483.117, -310.336
1, 86, -137.045, -251.814, -503.597
1, 87, -172.051, 183.496, -63.5304
1, 88, -204.143, 176.092, -290.211
1, 89, 75.76, -151.022, -345.511
1, 90, 190.836, -57.8802, -403.587
1, 91, -429.596, 495.423, 43.5416
1, 92, -210.9, -240.366, -181.99
1, 93, -380.668, -362.457, -420.285
