iteration,fitness,x0,x1
0, -146.238, 29.5791, 166.457
1, -868.05, 422.263, 443.451
2, -952.503, 512, 401.787
3, -952.492, 511.933, 401.844
4, -952.464, 511.896, 401.853
5, -952.416, 511.904, 401.796
6, -952.398, 511.936, 401.746
7, -952.423, 511.94, 401.768
8, -952.403, 511.925, 401.762
9, -952.403, 511.915, 401.772
10, -952.431, 511.923, 401.793
11, -952.399, 511.914, 401.768
12, -952.362, 511.898, 401.747
13, -952.376, 511.895, 401.765
14, -952.349, 511.876, 401.756
15, -952.341, 511.867, 401.758
16, -952.317, 511.859, 401.741
17, -952.328, 511.862, 401.749
18, -952.315, 511.855, 401.743
19, -952.336, 511.865, 401.755
20, -952.313, 511.854, 401.742
21, -952.315, 511.843, 401.756
22, -952.317, 511.855, 401.746
23, -952.311, 511.848, 401.746
24, -952.315, 511.852, 401.746
25, -952.306, 511.853, 401.736
26, -952.287, 511.843, 401.727
27, -952.277, 511.833, 401.728
28, -957.763, 512, 404.682
29, -957.755, 512, 404.674
30, -957.75, 511.995, 404.675
31, -957.754, 511.998, 404.675
32, -957.746, 511.999, 404.666
33, -957.731, 511.991, 404.659
34, -957.724, 511.983, 404.66
35, -957.71, 511.977, 404.652
36, -957.718, 511.982, 404.654
37, -957.708, 511.976, 404.65
38, -957.696, 511.971, 404.644
39, -957.697, 511.965, 404.651
40, -957.701, 511.969, 404.65
41, -957.692, 511.965, 404.645
42, -957.694, 511.966, 404.647
43, -957.685, 511.96, 404.644
44, -957.696, 511.965, 404.65
45, -957.701, 511.964, 404.656
46, -957.7, 511.959, 404.66
47, -957.7, 511.961, 404.658
48, -957.704, 511.966, 404.656
49, -957.697, 511.965, 404.651
