iteration,fitness,x0,x1
0, 365.627, 66.1703, -473.741
1, -788.032, -333.592, 512
2, -787.938, -333.556, 511.929
3, -847.8, 434.043, 459.06
4, -847.876, 434.091, 459.099
5, -847.881, 434.053, 459.135
6, -865.906, 353.171, 495.497
7, -885.513, 512, 395.792
8, -885.492, 512, 395.771
9, -885.451, 511.97, 395.756
10, -885.435, 511.949, 395.759
11, -903.88, 431.458, 443.235
12, -903.885, 431.455, 443.244
13, -903.875, 431.433, 443.256
14, -903.876, 431.445, 443.244
15, -903.874, 431.443, 443.244
16, -903.894, 431.458, 443.25
17, -903.872, 431.446, 443.239
18, -903.846, 431.434, 443.224
19, -903.867, 431.441, 443.239
20, -903.87, 431.437, 443.246
21, -949.734, 512, 406.517
22, -949.733, 511.99, 406.527
23, -949.75, 512, 406.534
24, -949.747, 512, 406.531
25, -949.737, 511.989, 406.532
26, -949.732, 511.977, 406.538
27, -949.73, 511.976, 406.537
28, -949.736, 511.987, 406.533
29, -949.741, 511.996, 406.528
30, -949.748, 511.994, 406.537
31, -949.757, 511.996, 406.545
32, -949.758, 511.989, 406.552
33, -949.752, 511.981, 406.554
34, -949.758, 511.982, 406.559
35, -949.761, 511.985, 406.559
36, -949.761, 511.978, 406.566
37, -949.753, 511.976, 406.559
38, -949.754, 511.981, 406.556
39, -957.447, 512, 404.364
40, -957.446, 512, 404.363
41, -957.452, 511.999, 404.37
42, -957.451, 511.992, 404.376
43, -957.461, 511.997, 404.382
44, -957.463, 511.996, 404.384
45, -957.46, 511.99, 404.388
46, -957.46, 511.993, 404.384
47, -957.46, 511.993, 404.384
48, -957.467, 511.998, 404.386
49, -957.459, 511.994, 404.382
