iteration,fitness,x0,x1
0, -24.7879, -73.1835, -88.5409
1, -627.789, -512, 389.137
2, -742.297, -281.982, 512
3, -865.478, 334.356, 493.072
4, -865.6, 334.41, 493.142
5, -865.513, 334.382, 493.082
6, -865.552, 334.38, 493.123
7, -865.512, 334.36, 493.103
8, -952.324, 512, 401.606
9, -952.303, 512, 401.585
10, -952.315, 511.99, 401.607
11, -952.282, 511.964, 401.6
12, -952.311, 511.979, 401.613
13, -952.348, 511.996, 401.634
14, -952.341, 511.991, 401.632
15, -952.329, 511.985, 401.626
16, -952.329, 511.981, 401.63
17, -952.311, 511.971, 401.622
18, -952.316, 511.97, 401.628
19, -952.337, 511.976, 401.643
20, -952.339, 511.972, 401.65
21, -952.337, 511.966, 401.653
22, -952.36, 511.979, 401.664
23, -952.36, 511.972, 401.671
24, -952.364, 511.983, 401.663
25, -958.107, 512, 403.568
26, -958.117, 512, 403.579
27, -958.124, 512, 403.586
28, -958.121, 511.999, 403.583
29, -958.123, 511.995, 403.59
30, -958.117, 511.994, 403.584
31, -958.121, 511.991, 403.591
32, -958.11, 511.983, 403.589
33, -958.12, 511.988, 403.594
34, -958.134, 511.994, 403.602
35, -958.132, 511.992, 403.601
36, -958.127, 511.99, 403.598
37, -958.127, 511.988, 403.6
38, -958.118, 511.983, 403.597
39, -958.121, 511.983, 403.599
40, -958.131, 511.986, 403.607
41, -958.132, 511.984, 403.61
42, -958.131, 511.981, 403.611
43, -958.143, 511.987, 403.617
44, -958.143, 511.984, 403.621
45, -958.145, 511.99, 403.616
46, -958.141, 511.989, 403.614
47, -958.146, 511.995, 403.612
48, -958.152, 511.999, 403.615
49, -958.148, 511.994, 403.616
