iteration,fitness,x0,x1
0, 121.331, -411.337, 17.1906
1, -865.466, 441.708, 448.257
2, -865.551, 441.698, 448.35
3, -865.667, 441.77, 448.406
4, -865.745, 441.786, 448.47
5, -883.872, 342.437, 500.377
6, -883.907, 342.485, 500.365
7, -883.926, 342.478, 500.389
8, -883.911, 342.5, 500.354
9, -883.923, 342.494, 500.371
10, -883.93, 342.491, 500.381
11, -883.921, 342.488, 500.375
12, -883.919, 342.502, 500.36
13, -883.882, 342.48, 500.344
14, -883.87, 342.484, 500.328
15, -883.856, 342.479, 500.318
16, -883.841, 342.478, 500.305
17, -883.83, 342.47, 500.301
18, -942.596, 512, 407.853
19, -942.605, 512, 407.862
20, -942.618, 512, 407.875
21, -942.629, 512, 407.886
22, -942.617, 511.991, 407.883
23, -942.621, 511.989, 407.888
24, -942.609, 511.988, 407.876
25, -942.613, 511.988, 407.881
26, -942.623, 511.992, 407.887
27, -942.625, 511.999, 407.883
28, -942.634, 512, 407.891
29, -942.626, 511.994, 407.889
30, -942.641, 512, 407.898
31, -942.633, 512, 407.89
32, -942.637, 511.994, 407.899
33, -942.638, 511.991, 407.903
34, -948.935, 480.847, 437.341
35, -948.93, 480.849, 437.333
36, -948.93, 480.85, 437.333
37, -948.921, 480.847, 437.326
38, -948.908, 480.839, 437.321
39, -948.911, 480.842, 437.322
40, -948.906, 480.835, 437.323
41, -948.898, 480.83, 437.321
42, -948.894, 480.832, 437.314
43, -948.895, 480.835, 437.313
44, -948.899, 480.836, 437.316
45, -948.889, 480.832, 437.31
46, -948.889, 480.831, 437.31
47, -948.882, 480.828, 437.306
48, -948.883, 480.825, 437.311
49, -948.89, 480.827, 437.315
