iteration,fitness,x0,x1
0, 330.763, 179.671, 470.27
1, -678.763, 288.837, -476.137
2, -697.763, -272.253, 512
3, -865.747, 360.42, 506.617
4, -865.734, 360.446, 506.577
5, -865.764, 360.5, 506.553
6, -865.679, 360.454, 506.51
7, -865.719, 360.471, 506.535
8, -865.72, 360.449, 506.559
9, -865.701, 360.426, 506.563
10, -865.717, 360.426, 506.579
11, -865.741, 360.437, 506.594
12, -865.724, 360.427, 506.586
13, -865.718, 360.413, 506.594
14, -865.701, 360.412, 506.576
15, -932.178, 512, 408.295
16, -932.181, 511.985, 408.312
17, -955.924, 512, 402.185
18, -955.915, 512, 402.177
19, -955.914, 512, 402.175
20, -955.916, 512, 402.178
21, -955.899, 511.993, 402.167
22, -955.898, 511.983, 402.176
23, -955.895, 511.983, 402.173
24, -955.884, 511.974, 402.171
25, -955.898, 511.985, 402.174
26, -955.904, 511.98, 402.186
27, -955.9, 511.985, 402.176
28, -955.897, 511.975, 402.184
29, -955.896, 511.969, 402.189
30, -955.895, 511.965, 402.192
31, -955.887, 511.966, 402.182
32, -955.883, 511.969, 402.175
33, -955.873, 511.961, 402.173
34, -955.874, 511.968, 402.167
35, -955.886, 511.974, 402.174
36, -955.876, 511.966, 402.171
37, -955.877, 511.972, 402.166
38, -955.87, 511.971, 402.159
39, -955.867, 511.972, 402.157
40, -955.868, 511.969, 402.16
41, -955.867, 511.964, 402.164
42, -955.859, 511.963, 402.157
43, -955.869, 511.967, 402.163
44, -955.862, 511.967, 402.156
45, -955.857, 511.967, 402.151
46, -955.846, 511.962, 402.145
47, -955.844, 511.957, 402.148
48, -955.837, 511.952, 402.146
49, -955.832, 511.948, 402.145
