iteration,fitness,x0,x1
0, -626.276, 299.399, -507.946
1, -630.692, 299.642, -507.807
2, -785.709, 414.285, 426.02
3, -815.522, 414.483, 437.204
4, -815.499, 414.475, 437.188
5, -815.473, 414.484, 437.15
6, -862.248, 355.331, 512
7, -862.215, 355.335, 511.959
8, -862.204, 355.343, 511.938
9, -882.724, -456.543, 386.426
10, -955.867, 512, 402.128
11, -955.881, 512, 402.142
12, -955.892, 512, 402.153
13, -955.863, 511.99, 402.134
14, -955.862, 511.97, 402.153
15, -955.864, 511.958, 402.168
16, -955.86, 511.958, 402.163
17, -955.86, 511.97, 402.151
18, -955.869, 511.967, 402.163
19, -955.866, 511.967, 402.16
20, -955.845, 511.957, 402.149
21, -955.846, 511.956, 402.151
22, -955.849, 511.957, 402.153
23, -955.848, 511.96, 402.149
24, -955.846, 511.962, 402.146
25, -955.831, 511.952, 402.14
26, -955.818, 511.944, 402.135
27, -955.818, 511.944, 402.135
28, -955.828, 511.954, 402.135
29, -955.832, 511.951, 402.142
30, -955.831, 511.946, 402.146
31, -955.846, 511.955, 402.152
32, -955.851, 511.961, 402.151
33, -955.856, 511.962, 402.155
34, -957.78, 512, 404.7
35, -957.779, 511.992, 404.706
36, -957.776, 511.987, 404.709
37, -957.771, 511.988, 404.702
38, -957.773, 511.983, 404.709
39, -957.77, 511.984, 404.706
40, -957.771, 511.991, 404.699
41, -957.773, 511.99, 404.702
42, -957.768, 511.987, 404.701
43, -957.775, 511.987, 404.707
44, -957.777, 511.987, 404.709
45, -957.773, 511.988, 404.704
46, -957.771, 511.987, 404.704
47, -957.768, 511.982, 404.705
48, -957.758, 511.977, 404.7
49, -957.753, 511.974, 404.699
